title,url,date,date_parsed,event_type,score,reasons
PM Netanyahu Statement on Today's IDF Action,https://www.gov.il/en/pages/spokegolan240617,2017-06-24,2017-06-24,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Former NFL Stars,https://www.gov.il/en/pages/eventball200617,2017-06-20,2017-06-20,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Ethiopian PM Hailemariam Desalegn,https://www.gov.il/en/pages/eventethiopya060617,2017-06-06,2017-06-06,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with West African Leaders,https://www.gov.il/en/pages/eventmali040617,2017-06-04,2017-06-04,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Costa Rican Foreign Minister Manuel González Sanz,https://www.gov.il/en/pages/eventcosta180517,2017-05-18,2017-05-18,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Danish FM Samuelsen,https://www.gov.il/en/pages/eventdenmark170517,2017-05-17,2017-05-17,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu's Office,https://www.gov.il/en/pages/spokemes150517,2017-05-15,2017-05-15,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Romanian PM Sorin Grindeanu,https://www.gov.il/en/pages/eventromania040517,2017-05-04,2017-05-04,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Austrian Chancellor Christian Kern,https://www.gov.il/en/pages/eventaustria250417,2017-04-25,2017-04-25,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Top Chinese Corporate Leaders,https://www.gov.il/en/pages/eventcorporation200317,2017-03-20,2017-03-20,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Jason Greenblatt,https://www.gov.il/en/pages/eventgreenblatt160317,2017-03-16,2017-03-16,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Bosnian Pres. Mladen Ivanic,https://www.gov.il/en/pages/eventbosnia150317,2017-03-15,2017-03-15,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Intel CEO Brian Krzanich and with Mobileye Founders Prof. Amnon Shashua and Ziv Aviram,https://www.gov.il/en/pages/eventintel140317,2017-03-14,2017-03-14,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Jason Greenblatt,https://www.gov.il/en/pages/eventgreenbattt130317,2017-03-13,2017-03-13,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Moldovan Deputy PM and Foreign Affairs and European Integration Minister Galbur,https://www.gov.il/en/pages/eventmoldova020317,2017-03-02,2017-03-02,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian FM Julie Bishop,https://www.gov.il/en/pages/eventausf260217,2017-02-26,2017-02-26,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with NSW Premier Gladys Berejiklian and Leader of the Opposition Labor Party Chairman Bill Shorten,https://www.gov.il/en/pages/eventnsw240217,2017-02-24,2017-02-24,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian PM Malcolm Turnbull and Members of his Cabinet,https://www.gov.il/en/pages/eventmeet230217,2017-02-23,2017-02-23,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian PM Malcolm Turnbull,https://www.gov.il/en/pages/eventauspm220217,2017-02-22,2017-02-22,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Belgian PM Charles Michel,https://www.gov.il/en/pages/eventbelgium070217,2017-02-07,2017-02-07,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Outstanding High School Cyber Program Students,https://www.gov.il/en/pages/eventcyberchil310117,2017-01-31,2017-01-31,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement at the International Holocaust Remembrance Day Event at Yad Vashem,https://www.gov.il/en/pages/eventshem260117,2017-01-26,2017-01-26,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Togolese Foreign Minister Robert Dussey,https://www.gov.il/en/pages/eventtogolese230117,2017-01-23,2017-01-23,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Jamaican PM Andrew Holness,https://www.gov.il/en/pages/eventjam120117,2017-01-12,2017-01-12,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Norwegian Foreign Minister Borge Brende,https://www.gov.il/en/pages/eventnor120117,2017-01-12,2017-01-12,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on Russian Plane Crash,https://www.gov.il/en/pages/spokerussia261216,2016-12-26,2016-12-26,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement,https://www.gov.il/en/pages/spokestate221216,2016-12-22,2016-12-22,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Swaziland PM Dr. Barnabas Sibusiso Dlamini,https://www.gov.il/en/pages/eventswaziland201216,2016-12-20,2016-12-20,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Kazakh PM Bakytzhan Sagintayev,https://www.gov.il/en/pages/eventpmkazakhstan141216,2016-12-14,2016-12-14,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu and His Wife Meet with Members of the Azerbaijan Jewish Community,https://www.gov.il/en/pages/eventbaku131216,2016-12-13,2016-12-13,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Uruguayan Foreign Minister Rodolfo Nin Novoa,https://www.gov.il/en/pages/eventuruguay011216,2016-12-01,2016-12-01,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu at the Intergovernmental Consultations with Poland,https://www.gov.il/en/pages/eventpolin221116,2016-11-22,2016-11-22,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with the Foreign Ministers of Romania and New Zealand,https://www.gov.il/en/pages/eventmeetings171116,2016-11-17,2016-11-17,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Russian PM Medvedev,https://www.gov.il/en/pages/eventrus101116,2016-11-10,2016-11-10,meeting,18,meeting; Netanyahu explicitly in title
"Statements by PM Netanyahu and the PM of Fiji, Josaia Voreqe Bainimarama",https://www.gov.il/en/pages/eventfiji071116,2016-11-07,2016-11-07,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Governor General of Canada David Johnston,https://www.gov.il/en/pages/eventjohnston021116,2016-11-02,2016-11-02,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Holds Series of Diplomatic Meetings,https://www.gov.il/en/pages/eventmeetings300916,2016-09-30,2016-09-30,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with EU Senior Envoy Federica Mogherini,https://www.gov.il/en/pages/eventmogherini290916,2016-09-29,2016-09-29,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on the Passing of Shimon Peres,https://www.gov.il/en/pages/spokeperes280916,2016-09-28,2016-09-28,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Holds Special Meeting with Over 15 Heads of State and Representatives from African Countries,https://www.gov.il/en/pages/eventafrica220916,2016-09-22,2016-09-22,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian Minister Malcolm Turnbull,https://www.gov.il/en/pages/eventaus210916,2016-09-21,2016-09-21,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Holds Meeting to Assess the Security Situation Ahead of the Tishrei Holidays,https://www.gov.il/en/pages/spoketishrei180916,2016-09-18,2016-09-18,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Luxembourg PM Xavier Bettel,https://www.gov.il/en/pages/eventluxembourg120916,2016-09-12,2016-09-12,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with King Willem-Alexander of the Netherlands,https://www.gov.il/en/pages/eventking060916,2016-09-06,2016-09-06,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian Foreign Minister Julie Bishop,https://www.gov.il/en/pages/eventbishop040916,2016-09-04,2016-09-04,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu’s Statement for Egypt’s National Day,https://www.gov.il/en/pages/eventegypt280716,2016-07-28,2016-07-28,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu's Bureau,https://www.gov.il/en/pages/spokelapid270716,2016-07-27,2016-07-27,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu's Bureau on Preparations to Meet the Tunnels Threat Prior to Operation Protective Edge,https://www.gov.il/en/pages/spokebureau260716,2016-07-26,2016-07-26,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu's Bureau on Munich Shooting,https://www.gov.il/en/pages/spokegermany230716,2016-07-23,2016-07-23,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Businesspeople in Kenya,https://www.gov.il/en/pages/eventbusiness050716,2016-07-05,2016-07-05,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement at the African Summit,https://www.gov.il/en/pages/speech7leaders040716,2016-07-04,2016-07-04,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement on the Passing of Elie Wiesel,https://www.gov.il/en/pages/spokewiesel020716,2016-07-02,2016-07-02,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Cisco Executive Chairman John T. Chambers,https://www.gov.il/en/pages/eventcisco260616,2016-06-26,2016-06-26,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu's Bureau,https://www.gov.il/en/pages/spokebureau260616,2016-06-26,2016-06-26,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Comprehensive Nuclear Test Ban Treaty Organization Executive Secretary Dr. Lassina,https://www.gov.il/en/pages/eventamnes200616,2016-06-20,2016-06-20,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on the Western Wall,https://www.gov.il/en/pages/spokewall160616,2016-06-16,2016-06-16,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Polish Foreign Minister,https://www.gov.il/en/pages/eventpoland150616,2016-06-15,2016-06-15,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu's Bureau,https://www.gov.il/en/pages/spokebureau150616,2016-06-15,2016-06-15,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Finnish FM Timo Soini,https://www.gov.il/en/pages/eventfinland020616,2016-06-02,2016-06-02,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's and DM Liberman's Statements at the Knesset,https://www.gov.il/en/pages/eventliberman300516,2016-05-30,2016-05-30,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Nepalese DPM and FM Kamal Thapa,https://www.gov.il/en/pages/eventnepal250516,2016-05-25,2016-05-25,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement at the G2G Meeting with the Czech Republic,https://www.gov.il/en/pages/eventczech220516,2016-05-22,2016-05-22,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu in Wake of the EgyptAir Disaster,https://www.gov.il/en/pages/spokeegypt190516,2016-05-19,2016-05-19,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Austrian FM Sebastian Kurz,https://www.gov.il/en/pages/eventaustria160516,2016-05-16,2016-05-16,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Belgian FM Didier Reynders,https://www.gov.il/en/pages/eventbelgium090516,2016-05-09,2016-05-09,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with International Bible Quiz Participants,https://www.gov.il/en/pages/eventbiblecont080516,2016-05-08,2016-05-08,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Norwegian Foreign Minister Borge Brende,https://www.gov.il/en/pages/eventborge030516,2016-05-03,2016-05-03,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu and his Wife Sara Meet with the Six Holocaust Survivors who will Light the Torches on Holocaust Martyrs' and Heroes' Remembrance Day,https://www.gov.il/en/pages/eventmasua030516,2016-05-03,2016-05-03,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on UNESCO Decision,https://www.gov.il/en/pages/spokeunesco160416,2016-04-16,2016-04-16,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokeabumazen090416,2016-04-09,2016-04-09,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Flextronics International Ltd. CEO Mike McNamara,https://www.gov.il/en/pages/eventflex070416,2016-04-07,2016-04-07,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Czech Foreign Minister Lubomir Zaoralek,https://www.gov.il/en/pages/eventczech040416,2016-04-04,2016-04-04,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Delegation of Senior Indonesian Journalists,https://www.gov.il/en/pages/eventindo280316,2016-03-28,2016-03-28,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on Western Wall Prayer Arrangements,https://www.gov.il/en/pages/spokewall270316,2016-03-27,2016-03-27,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Statement on High Court of Justice Ruling,https://www.gov.il/en/pages/spokegas270316,2016-03-27,2016-03-27,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement,https://www.gov.il/en/pages/eventstatement230316,2016-03-23,2016-03-23,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement at the Foreign Ministry Situation Room,https://www.gov.il/en/pages/eventtur190316,2016-03-19,2016-03-19,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Ghanaian Foreign Minister Hanna Tetteh,https://www.gov.il/en/pages/eventgana140316,2016-03-14,2016-03-14,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement on the Passing of Nancy Reagan,https://www.gov.il/en/pages/spokereagan060316,2016-03-06,2016-03-06,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Bulgarian PM Boyko Borissov,https://www.gov.il/en/pages/eventbul250216,2016-02-25,2016-02-25,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Microsoft CEO Satya Nadella,https://www.gov.il/en/pages/eventmicrosoft250216,2016-02-25,2016-02-25,meeting,18,meeting; Netanyahu explicitly in title
"Statement by PM Netanyahu on the Passing of Maj.-Gen. (ret.) Avigdor ""Yanush"" Ben-Gal",https://www.gov.il/en/pages/spokebengal130216,2016-02-13,2016-02-13,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu,https://www.gov.il/en/pages/spokefamily040216,2016-02-04,2016-02-04,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokestatement030216,2016-02-03,2016-02-03,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu at the Government-to-Government Consultation Meeting with Greece,https://www.gov.il/en/pages/eventgreece270116,2016-01-27,2016-01-27,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Founders of Ten Cyber Companies,https://www.gov.il/en/pages/eventcybertech260116,2016-01-26,2016-01-26,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Estonian Foreign Minister Marina Kaljurand,https://www.gov.il/en/pages/eventkaljurand250116,2016-01-25,2016-01-25,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Refers to Report on Anti-Semitism that was presented at the Weekly Cabinet Meeting,https://www.gov.il/en/pages/spokepm240116,2016-01-24,2016-01-24,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Holds Unique Meeting with Global Cyber Industry Leaders on Advancing Cyber Defense at Davos World Economic Forum,https://www.gov.il/en/pages/eventwef210116,2016-01-21,2016-01-21,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu's Office,https://www.gov.il/en/pages/spokeiaea160116,2016-01-16,2016-01-16,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Nazareth Mayor Ali Salam,https://www.gov.il/en/pages/eventnazareth130116,2016-01-13,2016-01-13,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu,https://www.gov.il/en/pages/spokecatching090116,2016-01-09,2016-01-09,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Ouda Tarabin,https://www.gov.il/en/pages/eventtarabin101215,2015-12-10,2015-12-10,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Uri Lubrani on the Occasion of the Latter's Retirement from Public Service,https://www.gov.il/en/pages/eventlubrani291115,2015-11-29,2015-11-29,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Statement on the Release of Jonathan Pollard,https://www.gov.il/en/pages/spokepollard201115,2015-11-20,2015-11-20,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu Regarding Dr. Ran Baratz,https://www.gov.il/en/pages/spokebaratz051115,2015-11-05,2015-11-05,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets With ENI CEO Descalz,https://www.gov.il/en/pages/eventeni291015,2015-10-29,2015-10-29,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu Regarding the Temple Mount,https://www.gov.il/en/pages/spoketm241015,2015-10-24,2015-10-24,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with EU Senior Envoy Federica Mogherini,https://www.gov.il/en/pages/eventeu221015,2015-10-22,2015-10-22,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's departing statement before official Berlin Visit,https://www.gov.il/en/pages/eventflight211015,2015-10-21,2015-10-21,statement,18,PM statement; Netanyahu explicitly in title
Statement from PM Netanyahu's Office,https://www.gov.il/en/pages/spokepolice101015,2015-10-10,2015-10-10,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement at the IDF Samaria Brigade HQ,https://www.gov.il/en/pages/eventshomron061015,2015-10-06,2015-10-06,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokepmo051015,2015-10-05,2015-10-05,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Senior EU Envoy Federica Mogherini,https://www.gov.il/en/pages/eventeu011015,2015-10-01,2015-10-01,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Lithuanian PM Algirdas Butkevicius,https://www.gov.il/en/pages/eventlith080915,2015-09-08,2015-09-08,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with BlackBerry CEO John Chen,https://www.gov.il/en/pages/eventblack080915,2015-09-08,2015-09-08,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu and his Wife Sara Host a Meeting of the Tanakh Study Circle at the PM's Residence,https://www.gov.il/en/pages/eventbible030915,2015-09-03,2015-09-03,meeting,18,meeting; Netanyahu explicitly in title
"PM Netanyahu Meets with Women from ""Women Wage Peace""",https://www.gov.il/en/pages/eventwomen010915,2015-09-01,2015-09-01,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu at EXPO Milan,https://www.gov.il/en/pages/eventexpo270815,2015-08-27,2015-08-27,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokenorth210815,2015-08-21,2015-08-21,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Nobel Laureates on the Occasion of the WSCI Conference,https://www.gov.il/en/pages/eventnobel160815,2015-08-16,2015-08-16,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu on the Death of Saad Dawabsha,https://www.gov.il/en/pages/spokesaaddawabsha080815,2015-08-08,2015-08-08,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu in Wake of the Stabbing at the Pride Parade in Jerusalem,https://www.gov.il/en/pages/eventdeclaration300715,2015-07-30,2015-07-30,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Esther Pollard,https://www.gov.il/en/pages/eventpollard290715,2015-07-29,2015-07-29,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Druze Students who Received Scholarships from the Fund in Memory of the Late Maj. Salim Shufi,https://www.gov.il/en/pages/eventsalim270715,2015-07-27,2015-07-27,meeting,18,meeting; Netanyahu explicitly in title
"PM Netanyahu Meets with ""Schindler's List"" Producer Branko Lustig",https://www.gov.il/en/pages/eventbrankolustig230715,2015-07-23,2015-07-23,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokestatement140715,2015-07-14,2015-07-14,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Opposition Chairman MK Isaac Herzog,https://www.gov.il/en/pages/spokeoppo140715,2015-07-14,2015-07-14,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement at his Meeting with Netherlands Foreign Minister Bert Koenders,https://www.gov.il/en/pages/spokeholland140715,2015-07-14,2015-07-14,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement after the Security Cabinet Meeting,https://www.gov.il/en/pages/spokecabinet140715,2015-07-14,2015-07-14,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with the Family of Avra Mengistu,https://www.gov.il/en/pages/spokefam100715,2015-07-10,2015-07-10,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spoketer260615,2015-06-26,2015-06-26,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Druze Community Leaders,https://www.gov.il/en/pages/eventdrozim240615,2015-06-24,2015-06-24,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/eventun220615,2015-06-22,2015-06-22,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Dr. Qanta Ahmed,https://www.gov.il/en/pages/eventqanta170615,2015-06-17,2015-06-17,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Polish Foreign Minister Grzegorz Schetyna,https://www.gov.il/en/pages/eventgrzegorz150615,2015-06-15,2015-06-15,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Orange Chairman and CEO Stephane Richard,https://www.gov.il/en/pages/spokeorange120615,2015-06-12,2015-06-12,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Czech Foreign Minister Lubomir Zaoralek,https://www.gov.il/en/pages/eventlub080615,2015-06-08,2015-06-08,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with New Zealand Foreign Minister Murray McCully,https://www.gov.il/en/pages/eventnewzinland030615,2015-06-03,2015-06-03,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Wikimedia Foundation Executive Director Lila Tretikov,https://www.gov.il/en/pages/eventlaila010615,2015-06-01,2015-06-01,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement on FIFA Decision,https://www.gov.il/en/pages/spokefifa300515,2015-05-30,2015-05-30,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with MK Ayman Udeh,https://www.gov.il/en/pages/spokeuda210515,2015-05-21,2015-05-21,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Ivory Coast FM Dr. Abdallah Albert Toikeusse Mabri,https://www.gov.il/en/pages/eventshenhav160515,2015-05-16,2015-05-16,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with IDF Soldier Damas Pakedeh who was Filmed Being Beaten by Police,https://www.gov.il/en/pages/eventdamas040515,2015-05-04,2015-05-04,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with South Korean Deputy PM and Education Minister Hwang Woo-yea,https://www.gov.il/en/pages/eventkorea290415,2015-04-29,2015-04-29,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Maharashtra Chief Minister Davendra Fadnavis,https://www.gov.il/en/pages/eventmahara290415,2015-04-29,2015-04-29,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with National Security Council Personnel Ahead of Independence Day,https://www.gov.il/en/pages/spokebitachon210415,2015-04-21,2015-04-21,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with International Bible Contest Participants,https://www.gov.il/en/pages/eventhidon190415,2015-04-19,2015-04-19,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with IDF Orphans,https://www.gov.il/en/pages/eventyetom190415,2015-04-19,2015-04-19,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Holocaust Survivor Avraham Niederhoffer,https://www.gov.il/en/pages/eventholo150415,2015-04-15,2015-04-15,meeting,18,meeting; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokemis140415,2015-04-14,2015-04-14,statement,18,PM statement; Netanyahu explicitly in title
Statement by PM Netanyahu,https://www.gov.il/en/pages/spokebeinleumi120415,2015-04-12,2015-04-12,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement,https://www.gov.il/en/pages/spokelozan0010415,2015-04-01,2015-04-01,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu's Statement on the Passing of Lee Kuan Yew,https://www.gov.il/en/pages/spokeleekuan230315,2015-03-23,2015-03-23,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with IDF Chief-of-Staff Lt.-Gen. Benny Gantz,https://www.gov.il/en/pages/eventgants120215,2015-02-12,2015-02-12,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement Following the Resignation of William Schabas,https://www.gov.il/en/pages/spokeschaves030215,2015-02-03,2015-02-03,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Meets with Spanish Foreign Minister Jose Manuel Garcia-Margallo y Marfil,https://www.gov.il/en/pages/eventspainfm140115,2015-01-14,2015-01-14,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Norwegian Foreign Minister Borge Brende,https://www.gov.il/en/pages/eventbrende080115,2015-01-08,2015-01-08,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Druze Community Leaders,https://www.gov.il/en/pages/eventdruze261114,2014-11-26,2014-11-26,meeting,18,meeting; Netanyahu explicitly in title
"PM Netanyahu Meets with Esther Pollard, Wife of Jonathan Pollard",https://www.gov.il/en/pages/eventpollard241114,2014-11-24,2014-11-24,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu's Statement to the Media,https://www.gov.il/en/pages/eventstatement181114,2014-11-18,2014-11-18,statement,18,PM statement; Netanyahu explicitly in title
"PM Netanyahu Meets with DM Yaalon, IDF Chief-of-Staff Gantz and ISA Director Cohen",https://www.gov.il/en/pages/spokebit121114,2014-11-12,2014-11-12,meeting,18,meeting; Netanyahu explicitly in title
Statement from PM Netanyahu,https://www.gov.il/en/pages/spokeiran101114,2014-11-10,2014-11-10,statement,18,PM statement; Netanyahu explicitly in title
PM Netanyahu Hosts Meeting of the Tanakh Study Circle,https://www.gov.il/en/pages/eventbible051014,2014-10-05,2014-10-05,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu and Culture and Sports Minister Livnat Meet with Senior Global Television Leaders,https://www.gov.il/en/pages/eventtv110614,2014-06-11,2014-06-11,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Defense Minister Yaalon and Finance Minister Lapid,https://www.gov.il/en/pages/spokemeet280514,2014-05-28,2014-05-28,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Ecumenical Patriarch of Constantinople Bartholomew I,https://www.gov.il/en/pages/eventorto270514,2014-05-27,2014-05-27,meeting,18,meeting; Netanyahu explicitly in title
PM Netanyahu Meets with Australian PM Tony Abbott in Davos,https://www.gov.il/en/pages/eventtony230114,2014-01-23,2014-01-23,meeting,18,meeting; Netanyahu explicitly in title
