title,url,date,date_parsed,event_type,score,reasons
"PM Netanyahu Sends letter to Italian PM Berlusconi, Speaks with French Pres. Sarkozy and meets with Quartet Envoy Blair",https://www.gov.il/en/pages/spoketri060409,2009-04-06,2009-04-06,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets with US Senator John Thune,https://www.gov.il/en/pages/event-thune06022,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets with US Secretary of State Antony Blinken,https://www.gov.il/en/pages/event-blinken1407,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
Statement by PM Netanyahu following his Meeting with US National Security Adviser Jake Sullivan,https://www.gov.il/en/pages/spoke-after-cabinet1412,,,statement,28,PM statement; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Statement on US Shooting Attack,https://www.gov.il/en/pages/spokeusattack,,,statement,28,PM statement; Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu, Cypriot President Anastasiades and Greek PM Tsipras Hold Second Summit Meeting in Jerusalem",https://www.gov.il/en/pages/eventtriple,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Statement at his Meeting with French PM Manuel Valls,https://www.gov.il/en/pages/speechvalls23052016,2305-20-16,,statement,28,PM statement; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets with US Senator Robert Menendez,https://www.gov.il/en/pages/eventmenendez,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets with Delegation of Senior Members of the US House of Representatives Foreign Affairs Committee,https://www.gov.il/en/pages/eventfor0101513,2013-15-10,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets With US Congressional Delegation,https://www.gov.il/en/pages/pmnetanyahumeetswithuscongressionaldelegation,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
Meeting Between PM Netanyahu and U.S. President Barack Obama,https://www.gov.il/en/pages/speechobama,,,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu reveals: The REAL reason that the International Criminal Court accused Israel,https://www.gov.il/en/pages/spoke-reason040925,2025-09-04,2025-09-04,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
A message from Prime Minister Netanyahu to the people of Iran,https://www.gov.il/en/pages/spoke-message120825,2025-08-12,2025-08-12,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Welcomes Signing of Germany-Israel MOU on the Acquisition of Submarines,https://www.gov.il/en/pages/spoke_submarine231017,2017-10-23,2017-10-23,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Speaks with Israeli Ambassador to Mexico and the commander of the Israeli Aid Mission,https://www.gov.il/en/pages/spoketelephone230917,2017-09-23,2017-09-23,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu: Israel Condemns Apparent Terrorist Attack in Germany,https://www.gov.il/en/pages/spokegermany201216,2016-12-20,2016-12-20,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Eulogy at the Funeral for Israel's Ninth President Shimon Peres,https://www.gov.il/en/pages/speechperes300916,2016-09-30,2016-09-30,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Russian President Putin Accedes to PM Netanyahu's Request to Return to Israel the Tank from the Battle of Sultan Yacoub,https://www.gov.il/en/pages/spoketank290516,2016-05-29,2016-05-29,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu at Foreign Ministry Conference for Israeli Ambassadors,https://www.gov.il/en/pages/eventamba310116,2016-01-31,2016-01-31,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu: Israel Stands in Solidarity with the United States Following Thursday's Attack,https://www.gov.il/en/pages/spokesolidarity170715,2015-07-17,2015-07-17,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Sends Letter to Nigerian President Goodluck Jonathan in the Wake of Last Week's Terrorist Attack in Kano,https://www.gov.il/en/pages/spokeletter031214,2014-12-03,2014-12-03,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Prime Minister Netanyahu had a phone conversation with Massachusetts Governor Deval Patrick who is visiting Israel,https://www.gov.il/en/pages/spokescyber290514,2014-05-29,2014-05-29,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Sends Condolence Letter to Russian President Vladimir Putin Following the Terrorist Attacks in Volgograd,https://www.gov.il/en/pages/spokeputin301213,2013-12-30,2013-12-30,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Prime Minister Netanyahu and Finance Minister Lapid Decide to Appoint Dr. Karnit Flug as Governor of the Bank of Israel,https://www.gov.il/en/pages/spokepoleg201013,2013-10-20,2013-10-20,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Welcomes US House of Representatives Decision to Tighten Sanctions on Iran,https://www.gov.il/en/pages/spokeiran010813,2013-08-01,2013-08-01,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Speaks with Israeli Ambassador to the UN Ron Prosor,https://www.gov.il/en/pages/spokeshagrir291112,2012-11-29,2012-11-29,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
British PM David Cameron Speaks with PM Netanyahu and Conveys his Condolences over the Terrorist Attack in Burgas,https://www.gov.il/en/pages/spokebritain220712,2012-07-22,2012-07-22,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Comments on Egyptian Border Terrorist Attack,https://www.gov.il/en/pages/spokepigua180612,2012-06-18,2012-06-18,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Sent his Condolences to the Czech Ambassador to Israel on the Passing of Former Czech President Vaclav Havel,https://www.gov.il/en/pages/spokeczech181211,2011-12-18,2011-12-18,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Wishes the Shalit Family and all Israel a Happy Sukkot,https://www.gov.il/en/pages/spokegreet121011,2011-10-12,2011-10-12,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's comments on UN Security Council Resolution #1929 regarding Iran,https://www.gov.il/en/pages/spokeiran090610,2010-06-09,2010-06-09,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and FM Liberman Decide to Recall Israeli Ambassador to Switzerland,https://www.gov.il/en/pages/spokeswitz200409,2009-04-20,2009-04-20,other,26,Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu’s remarks at the “Fifty States – One Israel” Event at the Ministry of Foreign Affairs, with the largest delegation of American legislators to ever visit Israel",https://www.gov.il/en/pages/event-one-150925,2025-09-15,2025-09-15,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu addresses the Iranian people,https://www.gov.il/en/pages/spoke-iranian-people130625,2025-06-13,2025-06-13,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
"Prime Minister Benjamin Netanyahu at Mamilla Pool: ""At the same time as the difficult campaign, we are building our country. Mamilla Pool will be a global attraction."" Prime Minister Benjamin Netanyahu, together with Jerusalem Mayor Moshe Lion, visited",https://www.gov.il/en/pages/event-mamilla260525,2025-05-26,2025-05-26,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
Remarks by PM Netanyahu in Celebration of the 77th Independence Day of the State of Israel,https://www.gov.il/en/pages/event-iday300425,2025-04-30,2025-04-30,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu and Indian PM Modi Fly by Helicopter from Jerusalem to Haifa; Visit Indian WWI Cemetery,https://www.gov.il/en/pages/enenthelicopter060717,2017-07-06,2017-07-06,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu and Indian PM Modi Visit Danziger Flower Farm,https://www.gov.il/en/pages/eventdanziger040717,2017-07-04,2017-07-04,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu and Indian PM Modi Visit Yad Vashem and Herzl's Grave,https://www.gov.il/en/pages/eventherzelg040717,2017-07-04,2017-07-04,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Prior to Leaving for the Trilateral Israel-Greece-Cyprus Meeting in Thessaloniki,https://www.gov.il/en/pages/thessaloniki140617,2017-06-14,2017-06-14,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
Excerpt from PM Netanyahu's Remarks to the Third Meeting of the China-Israel Joint Committee on Innovation Cooperation,https://www.gov.il/en/pages/speechchinaconf210317,2017-03-21,2017-03-21,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Remarks at a Meeting of Israeli and Chinese Businesspeople,https://www.gov.il/en/pages/eventfo200317,2017-03-20,2017-03-20,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at an Event for Australian and Israeli Businesspeople,https://www.gov.il/en/pages/eventauscal220217,2017-02-22,2017-02-22,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu Visits Bedside of Former President Shimon Peres,https://www.gov.il/en/pages/eventperes140916,2016-09-14,2016-09-14,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Opening of a Knesset Exhibit Marking 100 Years of American Jewish Involvement in Israel,https://www.gov.il/en/pages/speechjainvolvement250516,2016-05-25,2016-05-25,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Remarks at the State Memorial Ceremony for Victims of Terror at Mount Herzl,https://www.gov.il/en/pages/speechhertzel110516,2016-05-11,2016-05-11,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at the Taglit-Birthright Israel Mega Event,https://www.gov.il/en/pages/speechtaglit120116,2016-01-12,2016-01-12,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks in Response to the Terrorist Attack in Samaria,https://www.gov.il/en/pages/spokesamaria021015,2015-10-02,2015-10-02,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu and his Wife Sara Leave on an Official Visit to the UN General Assembly,https://www.gov.il/en/pages/eventtakeoff290915,2015-09-29,2015-09-29,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu and his Wife Sara Visit the British Library where They Viewed the Original Balfour Declaration,https://www.gov.il/en/pages/eventbalfour100915,2015-09-10,2015-09-10,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's remarks to Celebrate Israel 2015 in NY,https://www.gov.il/en/pages/spokeisrael310515,2015-05-31,2015-05-31,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks to the Bereaved Families – Remembrance Day for the Fallen of Israel's Wars,https://www.gov.il/en/pages/spokesha210415,2015-04-21,2015-04-21,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Remarks at the Israeli Presidential Conference,https://www.gov.il/en/pages/speechtomo200613,2013-06-20,2013-06-20,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks Following the Terror Attack in Bulgaria,https://www.gov.il/en/pages/spokebulg180712,2012-07-18,2012-07-18,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks on Iran,https://www.gov.il/en/pages/eventnezivut210512,2012-05-21,2012-05-21,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Address at Memorial Ceremony for Ethiopian Jews who Perished on their Way to Israel,https://www.gov.il/en/pages/speechethiopia200512,2012-05-20,2012-05-20,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Address at the Memorial Service for the Victims of Terror,https://www.gov.il/en/pages/speecheiva250412,2012-04-25,2012-04-25,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at an Event Marking 20 years of diplomatic relations between Israel and China,https://www.gov.il/en/pages/eventchina240112,2012-01-24,2012-01-24,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks During his Tour of the Israel-Egypt Border,https://www.gov.il/en/pages/eventgader130911,2011-09-13,2011-09-13,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at the Closing Ceremony of the Israeli Presidential Conference,https://www.gov.il/en/pages/eventnasi230611,2011-06-23,2011-06-23,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Speech at the International Bible Quiz Israel's 63rd Independence Day,https://www.gov.il/en/pages/speechbible100511,2011-05-10,2011-05-10,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Speech at the Memorial Ceremony for Victims of Terror,https://www.gov.il/en/pages/speechterror090511,2011-05-09,2011-05-09,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at Today's Meeting between the Russian and Israeli Space Delegations,https://www.gov.il/en/pages/eventspace270311,2011-03-27,2011-03-27,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at the Start of Today's Joint Israeli-Polish Ministerial Meeting,https://www.gov.il/en/pages/spokestart240211,2011-02-24,2011-02-24,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at Israel Aerospace Industries,https://www.gov.il/en/pages/eventabg231110,2010-11-23,2010-11-23,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
Excerpts from the Address by PM Netanyahu to the Organization for Economic Cooperation and Development on the occasion of Israel’s Accession,https://www.gov.il/en/pages/speechoparis270510,2010-05-27,2010-05-27,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Remarks at Stanley Fischer’s Swearing-In Ceremony for His Second Term as Governor of the Bank of Israel at the President’s Residence,https://www.gov.il/en/pages/speechstan020510,2010-05-02,2010-05-02,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Speech at the Memorial Ceremony for Victims of Terror,https://www.gov.il/en/pages/speecheyva190410,2010-04-19,2010-04-19,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Speech at the Memorial Ceremony for Israel’s Fallen Soldiers,https://www.gov.il/en/pages/speechzikaron190410,2010-04-19,2010-04-19,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu welcomes US Vice President Joe Biden's important visit to the region,https://www.gov.il/en/pages/spokesgan150210,2010-02-15,2010-02-15,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Speech at the Israel Business Conference,https://www.gov.il/en/pages/speechasakim141209,2009-12-14,2009-12-14,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Speech at the Opening of the 18th Section of the Cross-Israel Highway,https://www.gov.il/en/pages/speechkvish200709,2009-07-20,2009-07-20,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
Address by PM Netanyahu at the Memorial Service for Victims of Terror at Mount Herzl,https://www.gov.il/en/pages/speechter280409,2009-04-28,2009-04-28,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Speech at the Memorial Ceremony for Israel’s Fallen Soldiers at Mount Herzl,https://www.gov.il/en/pages/speechsold280409,2009-04-28,2009-04-28,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
"Address by PM Netanyahu at the Memorial Service for Israel's Fallen Soldiers, Ammunition Hill",https://www.gov.il/en/pages/speechzikaron270409,2009-04-27,2009-04-27,speech,25,speech/address/remarks; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s visit to the United States - September 2025,https://www.gov.il/en/pages/news-us09-25,,,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s visit to the United States - July 2025,https://www.gov.il/en/pages/album-us-0725,,,visit,25,site visit; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Statement at the Press Conference Following the Israeli-Polish Intergovernmental Consultations,https://www.gov.il/en/pages/eventpopress240211,2011-02-24,2011-02-24,press,24,press event; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Statement at the Press Conference in Honor of Israel’s Accession to the OECD,https://www.gov.il/en/pages/speechoecd100510,2010-05-10,2010-05-10,press,24,press event; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu’s Statement at the Press Conference Announcing the Appointment of the Governor of the Bank of Israel to a Second Term,https://www.gov.il/en/pages/speechfisher170310,2010-03-17,2010-03-17,press,24,press event; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu and US Secretary of State Rubio at the Western Wall,https://www.gov.il/en/pages/event-western-wall140925,2025-09-14,2025-09-14,other,22,Netanyahu explicitly in title; foreign/UN signal
Announcement by Prime Minister Benjamin Netanyahu,https://www.gov.il/en/pages/spoke-operation290825,2025-08-29,2025-08-29,other,22,Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu in Julis: ""I am not naïve. I understand who and what we are dealing with. I told President Trump: We both believe in the same idea – it is called peace through strength. First comes strength; peace will follow.""",https://www.gov.il/en/pages/event-north280825,2025-08-28,2025-08-28,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu meets US Senator Ernst,https://www.gov.il/en/pages/event-congress250825,2025-08-25,2025-08-25,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with US President Donald Trump,https://www.gov.il/en/pages/spoke-trump100825,2025-08-10,2025-08-10,other,22,Netanyahu explicitly in title; foreign/UN signal
Statement by PM Netanyahu to the Families of the Hostages,https://www.gov.il/en/pages/spoke-hostages290725,2025-07-29,2025-07-29,statement,22,PM statement; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
Joint statement by PM Netanyahu and Defense Minister Israel Katz,https://www.gov.il/en/pages/spoke-joint150725,2025-07-15,2025-07-15,statement,22,PM statement; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu being Welcomed at the White House by US President Donald Trump,https://www.gov.il/en/pages/event-welcome080725,2025-07-08,2025-07-08,other,22,Netanyahu explicitly in title; foreign/UN signal
Photo of PM Netanyahu on the Phone with US President Donald Trump,https://www.gov.il/en/pages/event-trump230625,2025-06-23,2025-06-23,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu met with Argentine President Javier Milei,https://www.gov.il/en/pages/event-argentina100625,2025-06-10,2025-06-10,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with US President Donald Trump,https://www.gov.il/en/pages/spoke-phone220525,2025-05-22,2025-05-22,other,22,Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu Speaks with the Parents of Yaron Lischinsky and Sarah Milgrim, and with US Attorney General Pam Bondi",https://www.gov.il/en/pages/spoke-condolence220525,2025-05-22,2025-05-22,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with US Attorney General Pam Bondi,https://www.gov.il/en/pages/spoke-us220525,2025-05-22,2025-05-22,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Edan Alexander and US Envoy Steve Witkoff,https://www.gov.il/en/pages/spoke-alexander130525,2025-05-13,2025-05-13,other,22,Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu to German Foreign Minister Johann Wadephul: ""We'll make our partnership even stronger.""",https://www.gov.il/en/pages/event-germany110525,2025-05-11,2025-05-11,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spoke-phone060525,2025-05-06,2025-05-06,other,22,Netanyahu explicitly in title; foreign/UN signal
Joint Statement by PM Netanyahu and Defense Minister Israel Katz,https://www.gov.il/en/pages/spoke-joint060525,2025-05-06,2025-05-06,statement,22,PM statement; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu Speaks with Indian Prime Minister Narendra Modi,https://www.gov.il/en/pages/spoke-india240425,2025-04-24,2025-04-24,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu spoke with the President of France Emmanuel Macron,https://www.gov.il/en/pages/spoke-macron150425,2025-04-15,2025-04-15,other,22,Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu and his wife Sara, early this morning, left for New York",https://www.gov.il/en/pages/event-flight260924,2024-09-26,2024-09-26,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Indian Prime Minister Narendra Modi,https://www.gov.il/en/pages/spoke-india060624,2024-06-06,2024-06-06,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spoke_naama160120,2020-01-16,2020-01-16,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Welcomes US Pres. Trump's Decision to Withdraw from UNESCO,https://www.gov.il/en/pages/spokeunesco121017,2017-10-12,2017-10-12,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks by Telephone with Mexican President Pena Nieto,https://www.gov.il/en/pages/spokemex101017,2017-10-10,2017-10-10,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Updates Ministers on his Telephone Conversation Today with German Chancellor Angela Merkel,https://www.gov.il/en/pages/spokegermany260917,2017-09-26,2017-09-26,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Met with Jared Kushner Advisor to President Donald J. Trump,https://www.gov.il/en/pages/eventusa240817,2017-08-24,2017-08-24,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets US Bi-Partisan Congressional Delegation,https://www.gov.il/en/pages/eventkongres230817,2017-08-23,2017-08-23,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Benjamin Netanyahu and his Wife Sara Host Dinner for Togo President Faure Gnassingbe,https://www.gov.il/en/pages/eventtogo070817,2017-08-07,2017-08-07,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Thanks US President Donald Trump and King Abdullah,https://www.gov.il/en/pages/spokethank250717,2017-07-25,2017-07-25,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu and his Wife Sara Welcomed at the Hungarian Parliament,https://www.gov.il/en/pages/eventhungary180717,2017-07-18,2017-07-18,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Arrives in Hungary,https://www.gov.il/en/pages/eventhungary170717,2017-07-17,2017-07-17,other,22,Netanyahu explicitly in title; foreign/UN signal
"Statement by PM Netanyahu after the Trilateral Meeting between Israel, Greece and Cyprus",https://www.gov.il/en/pages/eventsign150617,2017-06-15,2017-06-15,statement,22,PM statement; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu Speaks with British Prime Minister Theresa May,https://www.gov.il/en/pages/spokemay240517,2017-05-24,2017-05-24,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Sends Condolences to President Putin and the Families of Those who were Murdered in the St. Petersburg Subway Bombing,https://www.gov.il/en/pages/spokecondolences030417,2017-04-03,2017-04-03,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with British PM Theresa May,https://www.gov.il/en/pages/spokemay240317,2017-03-24,2017-03-24,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Mobileye President and CEO Ziv Avram,https://www.gov.il/en/pages/spokemobileye130317,2017-03-13,2017-03-13,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Meets with Heads of Israeli Missions in the Asia-Pacific Region,https://www.gov.il/en/pages/eventasia060317,2017-03-06,2017-03-06,meeting,22,meeting; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
US President Donald Trump Calls PM Netanyahu,https://www.gov.il/en/pages/spoketrump060317,2017-03-06,2017-03-06,other,22,Netanyahu explicitly in title; foreign/UN signal
Ukrainian President Poroshenko Calls PM Netanyahu,https://www.gov.il/en/pages/spokeukraine010217,2017-02-01,2017-02-01,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Accepts US President Trump's Invitation to Come to Washington,https://www.gov.il/en/pages/spokeinvite300117,2017-01-30,2017-01-30,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Statement at the Scene of the Jerusalem Terrorist Attack,https://www.gov.il/en/pages/spokearmon080117,2017-01-08,2017-01-08,statement,22,PM statement; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.)
PM Netanyahu Speaks with Russian President Putin,https://www.gov.il/en/pages/spokeputin311216,2016-12-31,2016-12-31,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Condemns Assassination of Russian Ambassador to Turkey,https://www.gov.il/en/pages/sopkeankara191216,2016-12-19,2016-12-19,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with French President Francois Hollande,https://www.gov.il/en/pages/spokecall071216,2016-12-07,2016-12-07,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spokesiyua241116,2016-11-24,2016-11-24,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Greek and Croatian Prime Ministers and Asks for Assistance in the Form of Firefighting Aircraft,https://www.gov.il/en/pages/spoketele231116,2016-11-23,2016-11-23,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Former US Secretary of State Hillary Clinton,https://www.gov.il/en/pages/spokeclinton101116,2016-11-10,2016-11-10,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Speaks with Italian PM Matteo Renzi,https://www.gov.il/en/pages/spokeitaly221016,2016-10-22,2016-10-22,other,22,Netanyahu explicitly in title; foreign/UN signal
Russian President Vladimir Putin Telephones PM Netanyahu to Express his Condolences over the Passing of Former President Shimon Peres,https://www.gov.il/en/pages/spokeputin290916,2016-09-29,2016-09-29,other,22,Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu and His Wife Sara to Leave for New York,https://www.gov.il/en/pages/spokenewyork190916,2016-09-19,2016-09-19,other,22,Netanyahu explicitly in title; foreign/UN signal
