title,url,date,date_parsed,event_type,score,reasons
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-yemen250925,2025-09-25,2025-09-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-syria240925,2025-09-24,2025-09-24,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu at a New Year's Toast with the IDF General Staff Forum,https://www.gov.il/en/pages/event-forum220925,2025-09-22,2025-09-22,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu’s Rosh Hashanah Greeting,https://www.gov.il/en/pages/spoke-new-year220925,2025-09-22,2025-09-22,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu at the ISA Jewish New Year Toast,https://www.gov.il/en/pages/event-shabak190925,2025-09-19,2025-09-19,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu and Mossad Director David Barnea Awarded the Prime Minister’s Prize for Mossad Operations,https://www.gov.il/en/pages/event-mossad180925,2025-09-18,2025-09-18,other,2,Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu attended the dedication of the Fijian Embassy in Jerusalem,https://www.gov.il/en/pages/event-embassy170925,2025-09-17,2025-09-17,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
Prime Minister's Office Statement,https://www.gov.il/en/pages/event-cityofdavid160925,2025-09-16,2025-09-16,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office on behalf of the Israel Atomic Energy Commission,https://www.gov.il/en/pages/spoke-energy150925,2025-09-15,2025-09-15,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu at the Signing Ceremony for the Roof Agreement in Maale Adumim,https://www.gov.il/en/pages/event-maale-adumim110925,2025-09-11,2025-09-11,ceremony,2,ceremony/ceremonial; Netanyahu explicitly in title
PM Netanyahu attended the annual ceremony for the Netzach Yehuda preparatory programs,https://www.gov.il/en/pages/event-ceremony110925,2025-09-11,2025-09-11,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
Prime Minister's Office-Mossad Joint Announcement,https://www.gov.il/en/pages/spoke-elizabeta100925,2025-09-10,2025-09-10,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu at the Cornerstone-laying Ceremony for the President Donald Trump Promenade,https://www.gov.il/en/pages/event-ceremony100925,2025-09-10,2025-09-10,ceremony,2,ceremony/ceremonial; Netanyahu explicitly in title; foreign/UN signal; ceremonial/greeting/minor
Prime Minister's Office,https://www.gov.il/en/pages/spoke-statement090925,2025-09-09,2025-09-09,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-pm080925,2025-09-08,2025-09-08,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-updating030925,2025-09-03,2025-09-03,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu Opens 2025-2026 School Year at the Begin School in Nof Hagalil,https://www.gov.il/en/pages/event-school010925,2025-09-01,2025-09-01,other,2,Netanyahu explicitly in title; ceremonial/greeting/minor
Statement from the Prime Minister's Office,https://www.gov.il/en/pages/spoke-wfp290825,2025-08-29,2025-08-29,no_netanyahu,-100,no Netanyahu mention
Prime Minister’s Office Statement,https://www.gov.il/en/pages/spoke-hospital250825,2025-08-25,2025-08-25,no_netanyahu,-100,no Netanyahu mention
Statement from the Prime Minister's Office,https://www.gov.il/en/pages/spoke-lebanon250825,2025-08-25,2025-08-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-statement220825,2025-08-22,2025-08-22,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-return210825,2025-08-21,2025-08-21,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement on behalf of Coordinator for the Hostages and the Missing Brig.-Gen. (Res.) Gal Hirsch,https://www.gov.il/en/pages/spoke-imprisoned210825,2025-08-21,2025-08-21,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-schedules200825,2025-08-20,2025-08-20,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu and his wife participated in the dedication of the Knesset Museum,https://www.gov.il/en/pages/event-knesset110825,2025-08-11,2025-08-11,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-cabinet080825,2025-08-08,2025-08-08,no_netanyahu,-100,no Netanyahu mention
PM's Office announcement,https://www.gov.il/en/pages/spoke-discussion050825,2025-08-05,2025-08-05,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office-Finance Ministry Joint Announcement,https://www.gov.il/en/pages/spoke-joint-statement040825,2025-08-04,2025-08-04,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-families020825,2025-08-02,2025-08-02,no_netanyahu,-100,no Netanyahu mention
Message from the National Security Council Reiterating the Travel Warning for Israelis in the United Arab Emirates,https://www.gov.il/en/pages/spoke-uae310725,2025-07-31,2025-07-31,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-president280725,2025-07-28,2025-07-28,no_netanyahu,-100,no Netanyahu mention
Statement from the Prime Minister's Office,https://www.gov.il/en/pages/spoke-statement170725,2025-07-17,2025-07-17,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/event-visit110725,2025-07-11,2025-07-11,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/event-memory100725,2025-07-10,2025-07-10,no_netanyahu,-100,no Netanyahu mention
PM's Office announcement,https://www.gov.il/en/pages/event-pentagon100725,2025-07-10,2025-07-10,no_netanyahu,-100,no Netanyahu mention
PM Nominates US President Donald Trump for the Nobel Peace Prize,https://www.gov.il/en/pages/spoke-nobel080725,2025-07-08,2025-07-08,no_netanyahu,-100,no Netanyahu mention
PM meets with US Secretary of State Marco Rubio and US Special Presidential Envoy to the Middle East Steve Witkoff,https://www.gov.il/en/pages/event-rubio070725,2025-07-07,2025-07-07,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-change060725,2025-07-06,2025-07-06,no_netanyahu,-100,no Netanyahu mention
Statement by the Prime Minister's Office on behalf of the Israel Atomic Energy Commission,https://www.gov.il/en/pages/spoke-energy250625,2025-06-25,2025-06-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-ceasefire240625,2025-06-24,2025-06-24,no_netanyahu,-100,no Netanyahu mention
Israeli Government Statement,https://www.gov.il/en/pages/spoke-message-gov240625,2025-06-24,2025-06-24,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-trump220625,2025-06-22,2025-06-22,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-conversation130625,2025-06-13,2025-06-13,no_netanyahu,-100,no Netanyahu mention
"The National Security Council sends a message to Israelis in Canada, urging them to exercise increased precaution",https://www.gov.il/en/pages/spoke-canada250525,2025-05-25,2025-05-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-pm200525,2025-05-20,2025-05-20,no_netanyahu,-100,no Netanyahu mention
"PM Office-Mossad: 60 Years after his Execution: Approximately 2,500 Documents, Photographs and Personal Items of Mossad Agent Eli Cohen are brought to Israel in a Covert Mossad Operation",https://www.gov.il/en/pages/spoke-institution180525,2025-05-18,2025-05-18,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-announcement140525,2025-05-14,2025-05-14,no_netanyahu,-100,no Netanyahu mention
Edan Alexander during his emotional reunion with his family,https://www.gov.il/en/pages/event-idan120525,2025-05-12,2025-05-12,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-idan120525,2025-05-12,2025-05-12,no_netanyahu,-100,no Netanyahu mention
The Prime Minister's Office,https://www.gov.il/en/pages/spoke-emissary120525,2025-05-12,2025-05-12,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoka-liberation120525,2025-05-12,2025-05-12,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-alexander110525,2025-05-11,2025-05-11,no_netanyahu,-100,no Netanyahu mention
Message from the National Security Council to Israelis traveling to the Eurovision Song Contest in Switzerland,https://www.gov.il/en/pages/spoke-eurovision080525,2025-05-08,2025-05-08,no_netanyahu,-100,no Netanyahu mention
Joint Prime Minister's Office-Energy Ministry Announcement,https://www.gov.il/en/pages/event-common040525,2025-05-04,2025-05-04,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-letter010525,2025-05-01,2025-05-01,no_netanyahu,-100,no Netanyahu mention
"Joint Announcement: Prime Minister's Office, National Security Ministry and Ministry of Foreign Affairs",https://www.gov.il/en/pages/spoke-joint300425,2025-04-30,2025-04-30,no_netanyahu,-100,no Netanyahu mention
National Security Council Holds Situation Assistance to Advance the International Assistance,https://www.gov.il/en/pages/spoke-fire-b300425,2025-04-30,2025-04-30,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu at the Knesset’s “Unto Every Person There is a Name” Ceremony on Holocaust Martyrs' and Heroes' Remembrance Day,https://www.gov.il/en/pages/event-ceremony240425,2025-04-24,2025-04-24,ceremony,2,ceremony/ceremonial; Netanyahu explicitly in title
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-iran170425,2025-04-17,2025-04-17,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu Congratulates Hapoel Tel Aviv Basketball Team on Winning the Eurocup,https://www.gov.il/en/pages/spoke-hapoel150425,2025-04-15,2025-04-15,other,2,Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu's Passover Greetings,https://www.gov.il/en/pages/spoke-toast110425,2025-04-11,2025-04-11,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-updating100425,2025-04-10,2025-04-10,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-delegation100425,2025-04-10,2025-04-10,no_netanyahu,-100,no Netanyahu mention
Joint PM's Office Finance Ministry and Economy and Industry Ministry Announcement,https://www.gov.il/en/pages/spoke-joint010425,2025-04-01,2025-04-01,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-cosultation290325,2025-03-29,2025-03-29,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-bar210325,2025-03-21,2025-03-21,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu's Nowruz Greetings to the Iranian People,https://www.gov.il/en/pages/spoke-iran200325,2025-03-20,2025-03-20,ceremony,-4,ceremony/ceremonial; Netanyahu explicitly in title; core topic (Iran/Hamas/etc.); ceremonial/greeting/minor
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-idf180325,2025-03-18,2025-03-18,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-discussion150325,2025-03-15,2025-03-15,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-pm140325,2025-03-14,2025-03-14,no_netanyahu,-100,no Netanyahu mention
Joint Announcement by the PM and the Finance Minister: Government Approves Comprehensive Five-Year Plan for the Socio-Economic Development of the Druze and Circassian Communities,https://www.gov.il/en/pages/spoke-plan090325,2025-03-09,2025-03-09,no_netanyahu,-100,no Netanyahu mention
"Government to Approve Largest-ever Five-Year Plan for the Druze and Circassian Communities, for 2025-2029; worth NIS 3.9 Billion",https://www.gov.il/en/pages/event-plan040325,2025-03-04,2025-03-04,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-parta020325,2025-03-02,2025-03-02,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-discussion010325,2025-03-01,2025-03-01,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-hostages270225,2025-02-27,2025-02-27,no_netanyahu,-100,no Netanyahu mention
"The Murder of the Bibas Family = Pure Evil by the Hamas Terrorist Organization"" – The National Public Diplomacy Directorate with 1,000 Billboards in a Combined Campaign in Major World Cities",https://www.gov.il/en/pages/spoke-bibas270225,2025-02-27,2025-02-27,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-abducted260225,2025-02-26,2025-02-26,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-message230225,2025-02-23,2025-02-23,no_netanyahu,-100,no Netanyahu mention
Hisham al-Sayed during the emotional meeting with members of his family at Beilinson Hospital,https://www.gov.il/en/pages/event-hisham220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
The IDF ceremony upon receiving the coffin of Shiri Bibas,https://www.gov.il/en/pages/spoke-shiri220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
Eliya Cohen during the emotional reunion with his family,https://www.gov.il/en/pages/spoke-eliya-cohen220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
Tal Shoham during the emotional reunion with his family and children,https://www.gov.il/en/pages/event-talshoam220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
Omer Wenkert during the emotional reunion with his family,https://www.gov.il/en/pages/event-omer-wenkert220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
Omer Shem Tov during the emotional reunion with his family,https://www.gov.il/en/pages/event-omer-semtov220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
Avera Mengistu during the emotional reunion with his family at Ichilov Hospital,https://www.gov.il/en/pages/event-abera220225,2025-02-22,2025-02-22,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-list210225,2025-02-21,2025-02-21,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office – Return of Deceased Hostages,https://www.gov.il/en/pages/event-deceased200225,2025-02-20,2025-02-20,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-hostages200225,2025-02-20,2025-02-20,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-lifshitz200225,2025-02-20,2025-02-20,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-pmo200225,2025-02-20,2025-02-20,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-return180225,2025-02-18,2025-02-18,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-cairo160225,2025-02-16,2025-02-16,no_netanyahu,-100,no Netanyahu mention
The Government of Israel embraces the three returnees,https://www.gov.il/en/pages/spoke-back150225,2025-02-15,2025-02-15,no_netanyahu,-100,no Netanyahu mention
Iair Horn during the emotional reunion with his family,https://www.gov.il/en/pages/spoke-horn150225,2025-02-15,2025-02-15,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-list120225,2025-02-12,2025-02-12,no_netanyahu,-100,no Netanyahu mention
Footage of Or Levy in the emotional reunion with his family during his arrival at Sheba Hospital,https://www.gov.il/en/pages/event-or-levi080225,2025-02-08,2025-02-08,no_netanyahu,-100,no Netanyahu mention
Eliyahu Sharabi during his emotional reunion with his family,https://www.gov.il/en/pages/event-eliyahu-family080225,2025-02-08,2025-02-08,no_netanyahu,-100,no Netanyahu mention
The Government of Israel embraces the three returnees,https://www.gov.il/en/pages/spoke-back080225,2025-02-08,2025-02-08,no_netanyahu,-100,no Netanyahu mention
The Mossad and the IDF have received the list of the hostages due to be released tomorrow pursuant to the framework,https://www.gov.il/en/pages/spoke-list070225,2025-02-07,2025-02-07,no_netanyahu,-100,no Netanyahu mention
Redemption of Hostages,https://www.gov.il/en/pages/spoke-family-thai040225,2025-02-04,2025-02-04,no_netanyahu,-100,no Netanyahu mention
the emotional moments as the returning hostage Yarden Bibas reunites with his family,https://www.gov.il/en/pages/event-bibas-yarden010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
הודעת לשכת ראש הממשלה,https://www.gov.il/en/pages/spoke-message010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
The Government of Israel embraces the returnee Keith Siegel,https://www.gov.il/en/pages/spoke-sigelback010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
The Government of Israel embraces the two returnees Yarden Bibas and Ofer Kalderon,https://www.gov.il/en/pages/spoke-back010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Emotional moments of Ofer Kalderon reuniting with his children and family members,https://www.gov.il/en/pages/event-kalderon010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-meeting010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-zmir010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Keith Siegel during his emotional reunion with his family,https://www.gov.il/en/pages/event-keith-family010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-hirsh010225,2025-02-01,2025-02-01,no_netanyahu,-100,no Netanyahu mention
Redemption of Hostages,https://www.gov.il/en/pages/spoke-thailand300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Arbel Yehoud’s reunion with her family,https://www.gov.il/en/pages/spoke-family-arbel300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Gad Moshe Mozes’ reunion with his family,https://www.gov.il/en/pages/spoke-family-moses300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Redemption of Hostages,https://www.gov.il/en/pages/spoke-berger-family300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Statement to the Media by Coordinator for the Hostages and the Missing Brig.-Gen. (Res.) Gal Hirsch,https://www.gov.il/en/pages/spoke-message300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-7release300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
"Photos of the returned hostage, Agam Berger, meeting her family at the initial reception facility",https://www.gov.il/en/pages/spoke-agam-family300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-release300125,2025-01-30,2025-01-30,no_netanyahu,-100,no Netanyahu mention
"photographs of the meeting between Daniella, Liri, Karina and Naama with members of their families",https://www.gov.il/en/pages/spoke-photo250125,2025-01-25,2025-01-25,no_netanyahu,-100,no Netanyahu mention
Redemption of hostages,https://www.gov.il/en/pages/spoke-meeting250125,2025-01-25,2025-01-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-conversation-b250125,2025-01-25,2025-01-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement,https://www.gov.il/en/pages/spoke-hostages250125,2025-01-25,2025-01-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office statement,https://www.gov.il/en/pages/spoke-release250125,2025-01-25,2025-01-25,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-returning190125,2025-01-19,2025-01-19,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-list190125,2025-01-19,2025-01-19,no_netanyahu,-100,no Netanyahu mention
"First moments of Romi, Emily, and Doron reuniting with their families",https://www.gov.il/en/pages/redemption190125,2025-01-19,2025-01-19,no_netanyahu,-100,no Netanyahu mention
Redeem of captives,https://www.gov.il/en/pages/spoke-tel-hashomer190125,2025-01-19,2025-01-19,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office announcement on Saturday,https://www.gov.il/en/pages/spoke-kidnapped-return180125,2025-01-18,2025-01-18,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-approved170125,2025-01-17,2025-01-17,no_netanyahu,-100,no Netanyahu mention
The Security Cabinet at the Prime Minister's Office in Jerusalem,https://www.gov.il/en/pages/event-cabinet170125,2025-01-17,2025-01-17,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-release170125,2025-01-17,2025-01-17,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-abducted170125,2025-01-17,2025-01-17,no_netanyahu,-100,no Netanyahu mention
The National Security Council warns of Iranian efforts to lure Israeli citizens abroad for the purpose of harming or kidnapping them,https://www.gov.il/en/pages/spoke-warning140125,2025-01-14,2025-01-14,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-discussion110125,2025-01-11,2025-01-11,no_netanyahu,-100,no Netanyahu mention
"Coordinator for the Hostages and the Missing Brig.-Gen. (Res.) Gal Hirsch to Hold Meetings with his US, UK, Canadian, German and Austrian Counterparts",https://www.gov.il/en/pages/spoke-coordinator070125,2025-01-07,2025-01-07,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-list060125,2025-01-06,2025-01-06,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-negotiation241224,2024-12-24,2024-12-24,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu's Greeting to the Christian Community,https://www.gov.il/en/pages/spoke-christmas241224,2024-12-24,2024-12-24,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
PM Netanyahu attended the dedication of the new Paraguayan embassy in Jerusalem,https://www.gov.il/en/pages/event-paraguay121224,2024-12-12,2024-12-12,ceremony,-8,ceremony/ceremonial; Netanyahu explicitly in title; ceremonial/greeting/minor
Prime Minister's Office – Diaspora Affairs Ministry Joint Statement,https://www.gov.il/en/pages/spoke-common091224,2024-12-09,2024-12-09,no_netanyahu,-100,no Netanyahu mention
"The National Security Council (NSC) is updating the public about heightened threats against Israelis in the countries of Southeast Asia, and especially in Thailand",https://www.gov.il/en/pages/spoke-terror301124,2024-11-30,2024-11-30,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-congress271124,2024-11-27,2024-11-27,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-cabinet261124,2024-11-26,2024-11-26,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-usa261124,2024-11-26,2024-11-26,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Defense Ministry and Finance Ministry Joint Statement,https://www.gov.il/en/pages/spoke-shared241124,2024-11-24,2024-11-24,no_netanyahu,-100,no Netanyahu mention
The National Security Council (NSC) is raising the travel threat level for Thailand to level 2,https://www.gov.il/en/pages/spoke-malal241124,2024-11-24,2024-11-24,no_netanyahu,-100,no Netanyahu mention
"Following the Reports about the Murder of an Israeli Citizen in the United Arab Emirates in a Terrorist Attack, the National Security Council is Reiterating its Recommendation to Avoid any Non-Essential Travel to the Country",https://www.gov.il/en/pages/spoke-uae241124,2024-11-24,2024-11-24,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office – Ministry of Foreign Affairs Joint Statement,https://www.gov.il/en/pages/spoke-joint241124,2024-11-24,2024-11-24,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-mossad231124,2024-11-23,2024-11-23,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-hague211124,2024-11-21,2024-11-21,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-conversation081124,2024-11-08,2024-11-08,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-amsterdam081124,2024-11-08,2024-11-08,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-ambassador071124,2024-11-07,2024-11-07,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-trump061124,2024-11-06,2024-11-06,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/event-president311024,2024-10-31,2024-10-31,no_netanyahu,-100,no Netanyahu mention
PM Netanyahu at the IDF Officers Course Graduation Ceremony,https://www.gov.il/en/pages/event-officers301024,2024-10-30,2024-10-30,ceremony,2,ceremony/ceremonial; Netanyahu explicitly in title
PM's Office Announcement,https://www.gov.il/en/pages/spoke-mossad-281024,2024-10-28,2024-10-28,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-deal241024,2024-10-24,2024-10-24,no_netanyahu,-100,no Netanyahu mention
The National Security Council is calling on Israeli citizens to immediately leave Arugam Bay and the south and west coastal areas of Sri Lanka,https://www.gov.il/en/pages/spoke-arugam-bay231024,2024-10-23,2024-10-23,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-blinken221024,2024-10-22,2024-10-22,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/spoke-birthday211024,2024-10-21,2024-10-21,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-reminder151024,2024-10-15,2024-10-15,no_netanyahu,-100,no Netanyahu mention
"Coordinator for the Hostages and the Missing Brig.-Gen. (Res.) Gal Hirsch Meets with his British Counterpart, Sir Charles Hay",https://www.gov.il/en/pages/spoke-ceremony141024,2024-10-14,2024-10-14,no_netanyahu,-100,no Netanyahu mention
Coordinator for the Hostages and the Missing Brig.-Gen. (Res.) Gal Hirsch at an International Counter-Terrorism Summit,https://www.gov.il/en/pages/spoke-captives081024,2024-10-08,2024-10-08,no_netanyahu,-100,no Netanyahu mention
PM's Office Announcement,https://www.gov.il/en/pages/spoke-france061024,2024-10-06,2024-10-06,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Announcement,https://www.gov.il/en/pages/event-statement290924,2024-09-29,2024-09-29,no_netanyahu,-100,no Netanyahu mention
Statement from the Prime Minister’s Office,https://www.gov.il/en/pages/spoke-statment270924,2024-09-27,2024-09-27,no_netanyahu,-100,no Netanyahu mention
"""When someone tells you who they are, believe them"" – Israeli Campaign against Iran on the Streets of New York",https://www.gov.il/en/pages/spoke-campaign260924,2024-09-26,2024-09-26,no_netanyahu,-100,no Netanyahu mention
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke-ceasefire260924,2024-09-26,2024-09-26,no_netanyahu,-100,no Netanyahu mention
