date,url
2022-09-12,https://www.nfl.com/plus/games/broncos-at-seahawks-2022-reg-1
2022-09-19,https://www.nfl.com/plus/games/titans-at-bills-2022-reg-2
2022-09-19,https://www.nfl.com/plus/games/vikings-at-eagles-2022-reg-2
2022-09-26,https://www.nfl.com/plus/games/cowboys-at-giants-2022-reg-3
2022-10-03,https://www.nfl.com/plus/games/rams-at-49ers-2022-reg-4
2022-10-10,https://www.nfl.com/plus/games/raiders-at-chiefs-2022-reg-5
2022-10-17,https://www.nfl.com/plus/games/broncos-at-chargers-2022-reg-6
2022-10-24,https://www.nfl.com/plus/games/bears-at-patriots-2022-reg-7
2022-10-31,https://www.nfl.com/plus/games/bengals-at-browns-2022-reg-8
2022-11-07,https://www.nfl.com/plus/games/ravens-at-saints-2022-reg-9
2022-11-14,https://www.nfl.com/plus/games/commanders-at-eagles-2022-reg-10
2022-11-21,https://www.nfl.com/plus/games/49ers-at-cardinals-2022-reg-11
2022-11-28,https://www.nfl.com/plus/games/steelers-at-colts-2022-reg-12
2022-12-05,https://www.nfl.com/plus/games/saints-at-buccaneers-2022-reg-13
2022-12-12,https://www.nfl.com/plus/games/patriots-at-cardinals-2022-reg-14
2022-12-19,https://www.nfl.com/plus/games/rams-at-packers-2022-reg-15
2022-12-26,https://www.nfl.com/plus/games/chargers-at-colts-2022-reg-16
