date,url
2024-09-12,https://www.nfl.com/plus/games/bills-at-dolphins-2024-reg-2
2024-09-19,https://www.nfl.com/plus/games/patriots-at-jets-2024-reg-3
2024-09-26,https://www.nfl.com/plus/games/cowboys-at-giants-2024-reg-4
2024-10-03,https://www.nfl.com/plus/games/buccaneers-at-falcons-2024-reg-5
2024-10-10,https://www.nfl.com/plus/games/49ers-at-seahawks-2024-reg-6
2024-10-17,https://www.nfl.com/plus/games/broncos-at-saints-2024-reg-7
2024-10-24,https://www.nfl.com/plus/games/vikings-at-rams-2024-reg-8
2024-10-31,https://www.nfl.com/plus/games/texans-at-jets-2024-reg-9
2024-11-07,https://www.nfl.com/plus/games/bengals-at-ravens-2024-reg-10
2024-11-14,https://www.nfl.com/plus/games/commanders-at-eagles-2024-reg-11
2024-11-21,https://www.nfl.com/plus/games/steelers-at-browns-2024-reg-12
2024-11-29,https://www.nfl.com/plus/games/raiders-at-chiefs-2024-reg-13
2024-12-05,https://www.nfl.com/plus/games/packers-at-lions-2024-reg-14
2024-12-12,https://www.nfl.com/plus/games/rams-at-49ers-2024-reg-15
2024-12-19,https://www.nfl.com/plus/games/broncos-at-chargers-2024-reg-16
2024-12-26,https://www.nfl.com/plus/games/seahawks-at-bears-2024-reg-17
