date,url
2022-09-11,https://www.nfl.com/plus/games/buccaneers-at-cowboys-2022-reg-1
2022-09-18,https://www.nfl.com/plus/games/bears-at-packers-2022-reg-2
2022-09-25,https://www.nfl.com/plus/games/49ers-at-broncos-2022-reg-3
2022-10-02,https://www.nfl.com/plus/games/chiefs-at-buccaneers-2022-reg-4
2022-10-09,https://www.nfl.com/plus/games/bengals-at-ravens-2022-reg-5
2022-10-16,https://www.nfl.com/plus/games/cowboys-at-eagles-2022-reg-6
2022-10-23,https://www.nfl.com/plus/games/steelers-at-dolphins-2022-reg-7
2022-10-30,https://www.nfl.com/plus/games/packers-at-bills-2022-reg-8
2022-11-06,https://www.nfl.com/plus/games/titans-at-chiefs-2022-reg-9
2022-11-13,https://www.nfl.com/plus/games/chargers-at-49ers-2022-reg-10
2022-11-20,https://www.nfl.com/plus/games/chiefs-at-chargers-2022-reg-11
2022-11-27,https://www.nfl.com/plus/games/packers-at-eagles-2022-reg-12
2022-12-04,https://www.nfl.com/plus/games/colts-at-cowboys-2022-reg-13
2022-12-11,https://www.nfl.com/plus/games/dolphins-at-chargers-2022-reg-14
2022-12-18,https://www.nfl.com/plus/games/giants-at-commanders-2022-reg-15
2022-12-25,https://www.nfl.com/plus/games/buccaneers-at-cardinals-2022-reg-16
2023-01-01,https://www.nfl.com/plus/games/steelers-at-ravens-2022-reg-17
2023-01-08,https://www.nfl.com/plus/games/lions-at-packers-2022-reg-18
