date,url
2022-09-15,https://www.nfl.com/plus/games/chargers-at-chiefs-2022-reg-2
2022-09-22,https://www.nfl.com/plus/games/steelers-at-browns-2022-reg-3
2022-09-29,https://www.nfl.com/plus/games/dolphins-at-bengals-2022-reg-4
2022-10-06,https://www.nfl.com/plus/games/colts-at-broncos-2022-reg-5
2022-10-13,https://www.nfl.com/plus/games/commanders-at-bears-2022-reg-6
2022-10-20,https://www.nfl.com/plus/games/saints-at-cardinals-2022-reg-7
2022-10-27,https://www.nfl.com/plus/games/ravens-at-buccaneers-2022-reg-8
2022-11-03,https://www.nfl.com/plus/games/eagles-at-texans-2022-reg-9
2022-11-10,https://www.nfl.com/plus/games/falcons-at-panthers-2022-reg-10
2022-11-17,https://www.nfl.com/plus/games/titans-at-packers-2022-reg-11
2022-12-01,https://www.nfl.com/plus/games/bills-at-patriots-2022-reg-13
2022-12-08,https://www.nfl.com/plus/games/raiders-at-rams-2022-reg-14
2022-12-15,https://www.nfl.com/plus/games/49ers-at-seahawks-2022-reg-15
2022-12-22,https://www.nfl.com/plus/games/jaguars-at-jets-2022-reg-16
2022-12-29,https://www.nfl.com/plus/games/cowboys-at-titans-2022-reg-17
