date,timestamp,teams,home_team,away_team,competition,channel,match_id,match_url,main_commentator,co_commentator,co_commentators,analysts,presenters,reporters,all_commentators,matchup,status,audio_file,channels
2022-04-05 19:00,1649210400.0,New Orleans Pelicans @ Sacramento Kings,Sacramento Kings,New Orleans Pelicans,NBA Regular Season,NBC Sports California,1750.0,https://basketball.icdb.tv/match/1750,Joel Meyers,Antonio Daniels,"Antonio Daniels, Kayte Christensen-Hunter",Kenny Thomas,Kyle Draper,Jennifer Hale,"Joel Meyers (Main Commentator), Antonio Daniels (Co-commentator), Jennifer Hale (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",New Orleans Pelicans @ Sacramento Kings,pending,,
2022-04-03 12:30,1649014200.0,Denver Nuggets @ Los Angeles Lakers,Los Angeles Lakers,Denver Nuggets,NBA Regular Season,"ESPN App (US), ABC (usa)",1698.0,https://basketball.icdb.tv/match/1698,Mark Jones,Doris Burke,Doris Burke,,,Malika Andrews,"Mark Jones (Main Commentator), Doris Burke (Co-commentator), Malika Andrews (Reporter)",Denver Nuggets @ Los Angeles Lakers,pending,,
2022-04-01 17:00,1648857600.0,Sacramento Kings @ Houston Rockets,Houston Rockets,Sacramento Kings,NBA Regular Season,NBC Sports California,1683.0,https://basketball.icdb.tv/match/1683,Craig Ackerman,Ryan Hollins,"Ryan Hollins, Kayte Christensen-Hunter",Matt Barnes,Kyle Draper,Cayleigh Griffin,"Craig Ackerman (Main Commentator), Ryan Hollins (Co-commentator), Cayleigh Griffin (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Sacramento Kings @ Houston Rockets,pending,,
2022-03-30 17:00,1648684800.0,Sacramento Kings @ Houston Rockets,Houston Rockets,Sacramento Kings,NBA Regular Season,NBC Sports California,1668.0,https://basketball.icdb.tv/match/1668,Craig Ackerman,Ryan Hollins,"Ryan Hollins, Kayte Christensen-Hunter",Matt Barnes,Kyle Draper,Cayleigh Griffin,"Craig Ackerman (Main Commentator), Ryan Hollins (Co-commentator), Cayleigh Griffin (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Sacramento Kings @ Houston Rockets,pending,,
2022-03-23 19:00,1648087200.0,Philadelphia 76ers @ Los Angeles Lakers,Los Angeles Lakers,Philadelphia 76ers,NBA Regular Season,"ESPN App (US), ESPN (US)",1614.0,https://basketball.icdb.tv/match/1614,Mark Jones,Mark Jackson,"Mark Jackson, Ros Gold-Onwude",,,Israel Gutierrez,"Mark Jones (Main Commentator), Mark Jackson (Co-commentator), Israel Gutierrez (Reporter), Jorge Sedano (Main Commentator), Ros Gold-Onwude (Co-commentator)",Philadelphia 76ers @ Los Angeles Lakers,pending,,
2022-03-20 15:00,1647813600.0,Phoenix Suns @ Sacramento Kings,Sacramento Kings,Phoenix Suns,NBA Regular Season,NBC Sports California,1570.0,https://basketball.icdb.tv/match/1570,Kevin Ray,Ann Meyers Drysdale,"Ann Meyers Drysdale, Kayte Christensen-Hunter",Kenny Thomas,Kyle Draper,,"Kevin Ray (Main Commentator), Ann Meyers Drysdale (Co-commentator), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Phoenix Suns @ Sacramento Kings,pending,,
2022-03-18 19:00,1647655200.0,Boston Celtics @ Sacramento Kings,Sacramento Kings,Boston Celtics,NBA Regular Season,NBC Sports California,1561.0,https://basketball.icdb.tv/match/1561,Sean Grande,Brian Scalabrine,"Brian Scalabrine, Kayte Christensen-Hunter",Matt Barnes,Kyle Draper,Abby Chin,"Sean Grande (Main Commentator), Brian Scalabrine (Co-commentator), Abby Chin (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Boston Celtics @ Sacramento Kings,pending,,
2022-03-16 19:00,1647482400.0,Boston Celtics @ Golden State Warriors,Golden State Warriors,Boston Celtics,NBA Regular Season,"ESPN App (US), ESPN (US)",1537.0,https://basketball.icdb.tv/match/1537,Mark Jones,Mark Jackson,Mark Jackson,,,Ros Gold-Onwude,"Mark Jones (Main Commentator), Mark Jackson (Co-commentator), Ros Gold-Onwude (Reporter)",Boston Celtics @ Golden State Warriors,pending,,
2022-03-14 19:00,1647309600.0,Chicago Bulls @ Sacramento Kings,Sacramento Kings,Chicago Bulls,NBA Regular Season,NBC Sports California,1520.0,https://basketball.icdb.tv/match/1520,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Stacey King",Matt Barnes,Kyle Draper,K.C. Johnson,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit), Adam Amin (Main Commentator), Stacey King (Co-commentator), K.C. Johnson (Reporter)",Chicago Bulls @ Sacramento Kings,pending,,
2022-03-13 11:00,1647194400.0,New York Knicks @ Brooklyn Nets,Brooklyn Nets,New York Knicks,NBA Regular Season,"ABC (usa), ESPN App (US), Sky Sports Arena UK HD, YouTube: Sky Sports",1493.0,https://basketball.icdb.tv/match/1493,Mark Jones,Doris Burke,Doris Burke,"Stephen A. Smith, Michael Wilbon, Jalen Rose, Adrian Wojnarowski",Mike Greenberg,"Steve Javie, Malika Andrews","Mike Greenberg (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Stephen A. Smith (Pundit), Michael Wilbon (Pundit), Jalen Rose (Pundit), Adrian Wojnarowski (Pundit), Steve Javie (Reporter), Malika Andrews (Reporter), Steve Javie (Former Official)",New York Knicks @ Brooklyn Nets,pending,,
2022-03-09 19:00,1646881200.0,Portland Trail Blazers @ Utah Jazz,Utah Jazz,Portland Trail Blazers,NBA Regular Season,"ESPN (US), ESPN App (US)",1464.0,https://basketball.icdb.tv/match/1464,Mark Jones,Doris Burke,Doris Burke,,,,"Mark Jones (Main Commentator), Doris Burke (Co-commentator)",Portland Trail Blazers @ Utah Jazz,pending,,
2022-03-06 10:00,1646589600.0,Brooklyn Nets @ Boston Celtics,Boston Celtics,Brooklyn Nets,NBA Regular Season,"ABC (usa), ESPN App (US)",1414.0,https://basketball.icdb.tv/match/1414,Mark Jones,Doris Burke,Doris Burke,"Adrian Wojnarowski, Jalen Rose, Michael Wilbon, Stephen A. Smith",Mike Greenberg,Cassidy Hubbarth,"Mike Greenberg (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Adrian Wojnarowski (Pundit), Jalen Rose (Pundit), Michael Wilbon (Pundit), Stephen A. Smith (Pundit), Cassidy Hubbarth (Reporter)",Brooklyn Nets @ Boston Celtics,pending,,
2022-03-04 19:00,1646449200.0,New York Knicks @ Phoenix Suns,Phoenix Suns,New York Knicks,NBA Regular Season,"ESPN (US), ESPN App (US)",1412.0,https://basketball.icdb.tv/match/1412,Mark Jones,Richard Jefferson,Richard Jefferson,,,,"Mark Jones (Main Commentator), Richard Jefferson (Co-commentator)",New York Knicks @ Phoenix Suns,pending,,
2022-02-27 10:00,1645984800.0,Philadelphia 76ers @ New York Knicks,New York Knicks,Philadelphia 76ers,NBA Regular Season,"ABC (usa), ESPN App (US), Sky Sports Arena UK HD",1367.0,https://basketball.icdb.tv/match/1367,Mark Jones,Doris Burke,Doris Burke,"Adrian Wojnarowski, Jalen Rose, Michael Wilbon, Stephen A. Smith",Mike Greenberg,Cassidy Hubbarth,"Mike Greenberg (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Adrian Wojnarowski (Pundit), Jalen Rose (Pundit), Michael Wilbon (Pundit), Stephen A. Smith (Pundit), Cassidy Hubbarth (Reporter), Steve Javie (Former Official)",Philadelphia 76ers @ New York Knicks,pending,,
2022-02-25 16:30,1645835400.0,Miami Heat @ New York Knicks,New York Knicks,Miami Heat,NBA Regular Season,"ESPN (US), ESPN App (US)",1355.0,https://basketball.icdb.tv/match/1355,Mark Jones,Doris Burke,Doris Burke,"Adrian Wojnarowski, Jalen Rose, Michael Wilbon, Stephen A. Smith",Mike Greenberg,Cassidy Hubbarth,"Mike Greenberg (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Adrian Wojnarowski (Pundit), Jalen Rose (Pundit), Michael Wilbon (Pundit), Stephen A. Smith (Pundit), Cassidy Hubbarth (Reporter)",Miami Heat @ New York Knicks,pending,,
2022-02-24 19:00,1645758000.0,Denver Nuggets @ Sacramento Kings,Sacramento Kings,Denver Nuggets,NBA Regular Season,NBC Sports California,1347.0,https://basketball.icdb.tv/match/1347,Chris Marlowe,Scott Hastings,"Scott Hastings, Kayte Christensen-Hunter",Matt Barnes,Kyle Draper,,"Chris Marlowe (Main Commentator), Scott Hastings (Co-commentator), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Denver Nuggets @ Sacramento Kings,pending,,
2022-02-16 19:00,1645066800.0,Utah Jazz @ Los Angeles Lakers,Los Angeles Lakers,Utah Jazz,NBA Regular Season,"ESPN App (US), ESPN (US)",1322.0,https://basketball.icdb.tv/match/1322,Mark Jones,Doris Burke,Doris Burke,,,,"Mark Jones (Main Commentator), Doris Burke (Co-commentator)",Utah Jazz @ Los Angeles Lakers,pending,,
2022-02-14 16:30,1644885000.0,Sacramento Kings @ Brooklyn Nets,Brooklyn Nets,Sacramento Kings,NBA Regular Season,NBC Sports California,1297.0,https://basketball.icdb.tv/match/1297,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Sarah Kustok",Matt Barnes,Kyle Draper,Michael Grady,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit), Ian Eagle (Main Commentator), Sarah Kustok (Co-commentator), Michael Grady (Reporter)",Sacramento Kings @ Brooklyn Nets,pending,,
2022-02-13 11:00,1644778800.0,Atlanta Hawks @ Boston Celtics,Boston Celtics,Atlanta Hawks,NBA Regular Season,"ESPN App (US), ABC (usa), Sky Sports Arena UK HD",1288.0,https://basketball.icdb.tv/match/1288,Mark Jones,Doris Burke,"Doris Burke, Miguel Ángel Briseño, P.J. Carlesimo","Stephen A. Smith, Michael Wilbon, Jalen Rose",Mike Greenberg,Malika Andrews,"Mike Greenberg (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Stephen A. Smith (Pundit), Michael Wilbon (Pundit), Jalen Rose (Pundit), Malika Andrews (Reporter), Steve Javie (Former Official), Fernando Tirado (Main Commentator), Miguel Ángel Briseño (Co-commentator), Marc Kestecher (Main Commentator), P.J. Carlesimo (Co-commentator)",Atlanta Hawks @ Boston Celtics,pending,,
2022-02-12 16:00,1644710400.0,Sacramento Kings @ Washington Wizards,Washington Wizards,Sacramento Kings,NBA Regular Season,NBC Sports California,1294.0,https://basketball.icdb.tv/match/1294,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Drew Gooden",Tony Massenburg,Wes Hall,Chris Miller,"Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Wes Hall (Presenter), Justin Kutcher (Main Commentator), Drew Gooden (Co-commentator), Tony Massenburg (Pundit), Chris Miller (Reporter)",Sacramento Kings @ Washington Wizards,pending,,
2022-02-09 19:00,1644462000.0,Minnesota Timberwolves @ Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,NBA Regular Season,NBC Sports California,1243.0,https://basketball.icdb.tv/match/1243,Dave Benz,Jim Petersen,"Jim Petersen, Kayte Christensen-Hunter","Kevin Lynch, Morgan Ragan","Marney Gellner, Kyle Draper",Katie Storm,"Marney Gellner (Presenter), Dave Benz (Main Commentator), Jim Petersen (Co-commentator), Kevin Lynch (Pundit), Katie Storm (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Morgan Ragan (Pundit)",Minnesota Timberwolves @ Sacramento Kings,pending,,
2022-02-08 19:00,1644375600.0,Minnesota Timberwolves @ Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,NBA Regular Season,NBC Sports California,1238.0,https://basketball.icdb.tv/match/1238,Dave Benz,Jim Petersen,"Jim Petersen, Kayte Christensen-Hunter","Kevin Lynch, Morgan Ragan, Matt Barnes","Marney Gellner, Kyle Draper",Katie Storm,"Marney Gellner (Presenter), Dave Benz (Main Commentator), Jim Petersen (Co-commentator), Kevin Lynch (Pundit), Katie Storm (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Morgan Ragan (Pundit), Matt Barnes (Pundit)",Minnesota Timberwolves @ Sacramento Kings,pending,,
2022-02-05 19:00,1644116400.0,Oklahoma City Thunder @ Sacramento Kings,Sacramento Kings,Oklahoma City Thunder,NBA Regular Season,NBC Sports California,1215.0,https://basketball.icdb.tv/match/1215,Chris Fisher,Michael Cage,"Michael Cage, Kayte Christensen-Hunter","Nancy Lieberman, Morgan Ragan","John Rhadigan, Kyle Draper",Nick Gallo,"John Rhadigan (Presenter), Chris Fisher (Main Commentator), Michael Cage (Co-commentator), Nancy Lieberman (Pundit), Nick Gallo (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Morgan Ragan (Pundit)",Oklahoma City Thunder @ Sacramento Kings,pending,,
2022-02-04 19:00,1644030000.0,Philadelphia 76ers @ Dallas Mavericks,Dallas Mavericks,Philadelphia 76ers,NBA Regular Season,"ESPN (US), ESPN App (US)",1162.0,https://basketball.icdb.tv/match/1162,Mark Jones,Richard Jefferson,Richard Jefferson,,,Jorge Sedano,"Mark Jones (Main Commentator), Richard Jefferson (Co-commentator), Jorge Sedano (Reporter)",Philadelphia 76ers @ Dallas Mavericks,pending,,
2022-02-02 16:30,1643848200.0,Memphis Grizzlies @ New York Knicks,New York Knicks,Memphis Grizzlies,NBA Regular Season,"ESPN (US), ESPN App (US)",1160.0,https://basketball.icdb.tv/match/1160,Mark Jones,Doris Burke,Doris Burke,"Chiney Ogwumike, Kendrick Perkins, Richard Jefferson",Michael Eaves,,"Michael Eaves (Presenter), Mark Jones (Main Commentator), Doris Burke (Co-commentator), Chiney Ogwumike (Pundit), Kendrick Perkins (Pundit), Richard Jefferson (Pundit)",Memphis Grizzlies @ New York Knicks,pending,,
2022-01-31 16:30,1643675400.0,Sacramento Kings @ New York Knicks,New York Knicks,Sacramento Kings,NBA Regular Season,NBC Sports California,1146.0,https://basketball.icdb.tv/match/1146,Mike Breen,Walt Frazier,"Walt Frazier, Kayte Christensen-Hunter","Alan Hahn, Monica McNutt, Wally Szczerbiak, Matt Barnes","Bill Pidto, Kyle Draper",Rebecca Haarlow,"Bill Pidto (Presenter), Mike Breen (Main Commentator), Walt Frazier (Co-commentator), Alan Hahn (Pundit), Monica McNutt (Pundit), Wally Szczerbiak (Pundit), Rebecca Haarlow (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Sacramento Kings @ New York Knicks,pending,,
2022-01-29 16:30,1643502600.0,Sacramento Kings @ Philadelphia 76ers,Philadelphia 76ers,Sacramento Kings,NBA Regular Season,NBC Sports California,1125.0,https://basketball.icdb.tv/match/1125,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Alaa Abdelnaby","Kenny Thomas, Jim Lynam, Marc Jackson","Kyle Draper, Amy Fadool",,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit), Amy Fadool (Presenter), Kate Scott (Main Commentator), Alaa Abdelnaby (Co-commentator), Jim Lynam (Pundit), Marc Jackson (Pundit)",Sacramento Kings @ Philadelphia 76ers,pending,,
2022-01-26 19:00,1643252400.0,Phoenix Suns @ Utah Jazz,Utah Jazz,Phoenix Suns,NBA Regular Season,"ESPN App (US), ESPN (US)",1062.0,https://basketball.icdb.tv/match/1062,Mark Jones,Mark Jackson,Mark Jackson,,,,"Mark Jones (Main Commentator), Mark Jackson (Co-commentator)",Phoenix Suns @ Utah Jazz,pending,,
2022-01-22 17:00,1642899600.0,Sacramento Kings @ Milwaukee Bucks,Milwaukee Bucks,Sacramento Kings,NBA Regular Season,NBC Sports California,1032.0,https://basketball.icdb.tv/match/1032,Zora Stephenson,Stephen Bardo,"Stephen Bardo, Kayte Christensen-Hunter","Steve Novak, Kenny Thomas","Craig Coshun, Kyle Draper",,"Craig Coshun (Presenter), Zora Stephenson (Main Commentator), Stephen Bardo (Co-commentator), Steve Novak (Pundit), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Sacramento Kings @ Milwaukee Bucks,pending,,
2022-01-19 19:00,1642647600.0,Los Angeles Clippers @ Denver Nuggets,Denver Nuggets,Los Angeles Clippers,NBA Regular Season,"ESPN App (US), ESPN (US)",992.0,https://basketball.icdb.tv/match/992,,,,,,,,Los Angeles Clippers @ Denver Nuggets,pending,,
2022-01-16 15:00,1642374000.0,Houston Rockets @ Sacramento Kings,Sacramento Kings,Houston Rockets,NBA Regular Season,NBC Sports California,957.0,https://basketball.icdb.tv/match/957,Craig Ackerman,Ryan Hollins,"Ryan Hollins, Kayte Christensen-Hunter","Calvin Murphy, Kenny Thomas","Cayleigh Griffin, Morgan Ragan",,"Cayleigh Griffin (Presenter), Craig Ackerman (Main Commentator), Ryan Hollins (Co-commentator), Calvin Murphy (Pundit), Morgan Ragan (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Houston Rockets @ Sacramento Kings,pending,,
2022-01-14 19:00,1642215600.0,Dallas Mavericks @ Memphis Grizzlies,Memphis Grizzlies,Dallas Mavericks,NBA Regular Season,"ESPN (US), ESPN App (US)",945.0,https://basketball.icdb.tv/match/945,Mark Jones,Richard Jefferson,"Richard Jefferson, Hubie Brown",,,,"Mark Jones (Main Commentator), Richard Jefferson (Co-commentator), Hubie Brown (Co-commentator)",Dallas Mavericks @ Memphis Grizzlies,pending,,
2022-01-12 19:00,1642042800.0,Los Angeles Lakers @ Sacramento Kings,Sacramento Kings,Los Angeles Lakers,NBA Regular Season,NBC Sports California,921.0,https://basketball.icdb.tv/match/921,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Stu Lantz","Matt Barnes, Kenny Thomas",Kyle Draper,Mike Trudell,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit), Kenny Thomas (Pundit), Bill Macdonald (Main Commentator), Stu Lantz (Co-commentator), Mike Trudell (Reporter)",Los Angeles Lakers @ Sacramento Kings,pending,,
2022-01-10 19:00,1641870000.0,Cleveland Cavaliers @ Sacramento Kings,Sacramento Kings,Cleveland Cavaliers,NBA Regular Season,NBC Sports California,890.0,https://basketball.icdb.tv/match/890,John Michael,Austin Carr,"Austin Carr, Kayte Christensen-Hunter",Kenny Thomas,Kyle Draper,Serena Winters,"John Michael (Main Commentator), Austin Carr (Co-commentator), Serena Winters (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Cleveland Cavaliers @ Sacramento Kings,pending,,
2022-01-09 18:00,1641780000.0,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,NBA Regular Season,NBC Sports California,877.0,https://basketball.icdb.tv/match/877,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Lamar Hurd",Kenny Thomas,Kyle Draper,Brooke Olzendam,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit), Kevin Calabro (Main Commentator), Lamar Hurd (Co-commentator), Brooke Olzendam (Reporter)",Sacramento Kings @ Portland Trail Blazers,pending,,
2022-01-07 19:00,1641610800.0,Atlanta Hawks @ Los Angeles Lakers,Los Angeles Lakers,Atlanta Hawks,NBA Regular Season,"ESPN (US), ESPN App (US)",844.0,https://basketball.icdb.tv/match/844,Bob Rathbun,Vince Carter,"Vince Carter, Mark Jackson, Stu Lantz",Brian Oliver,Kelly Crull,"Lauren Jbara, Jorge Sedano, Mike Trudell","Kelly Crull (Presenter), Bob Rathbun (Main Commentator), Vince Carter (Co-commentator), Brian Oliver (Pundit), Lauren Jbara (Reporter), Mark Jones (Main Commentator), Mark Jackson (Co-commentator), Jorge Sedano (Reporter), Bill Macdonald (Main Commentator), Stu Lantz (Co-commentator), Mike Trudell (Reporter)",Atlanta Hawks @ Los Angeles Lakers,pending,,
2022-01-05 19:00,1641438000.0,Utah Jazz @ Denver Nuggets,Denver Nuggets,Utah Jazz,NBA Regular Season,"ESPN App (US), ESPN (US)",822.0,https://basketball.icdb.tv/match/822,Chris Marlowe,Scott Hastings,"Scott Hastings, Thurl Bailey, Holly Rowe, Mark Jackson",Bill Hanzlik,Chris Dempsey,Katy Winge,"Chris Dempsey (Presenter), Chris Marlowe (Main Commentator), Scott Hastings (Co-commentator), Bill Hanzlik (Pundit), Katy Winge (Reporter), Craig Bolerjack (Main Commentator), Thurl Bailey (Co-commentator), Holly Rowe (Co-commentator), Mark Jones (Main Commentator), Mark Jackson (Co-commentator)",Utah Jazz @ Denver Nuggets,pending,,
2022-01-02 15:00,1641164400.0,Miami Heat @ Sacramento Kings,Sacramento Kings,Miami Heat,NBA Regular Season,NBC Sports California,786.0,https://basketball.icdb.tv/match/786,Eric Reid,Ruth Riley Hunter,"Ruth Riley Hunter, Kayte Christensen-Hunter",Kenny Thomas,"Will Manso, Kyle Draper",,"Will Manso (Presenter), Eric Reid (Main Commentator), Ruth Riley Hunter (Co-commentator), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Miami Heat @ Sacramento Kings,pending,,
2021-12-28 19:00,1640746800.0,Oklahoma City Thunder @ Sacramento Kings,Sacramento Kings,Oklahoma City Thunder,NBA Regular Season,NBC Sports California,735.0,https://basketball.icdb.tv/match/735,Chris Fisher,Michael Cage,"Michael Cage, Kayte Christensen-Hunter","Nancy Lieberman, Kenny Thomas","John Rhadigan, Kyle Draper","Nick Gallo, Paris Lawson","John Rhadigan (Presenter), Chris Fisher (Main Commentator), Michael Cage (Co-commentator), Nancy Lieberman (Pundit), Nick Gallo (Reporter), Paris Lawson (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Oklahoma City Thunder @ Sacramento Kings,pending,,
2021-12-25 14:00,1640469600.0,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,NBA Regular Season,"ABC (usa), ESPN App (US), Sky Sports MIX UK HD",696.0,https://basketball.icdb.tv/match/696,Mark Jones,Doris Burke,"Doris Burke, Ros Gold-Onwude",Monica McNutt,Kevin Winter,Malika Andrews,"Mark Jones (Main Commentator), Doris Burke (Co-commentator), Malika Andrews (Reporter), Steve Javie (Former Official), Kevin Winter (Presenter), Sean Kelley (Main Commentator), Ros Gold-Onwude (Co-commentator), Monica McNutt (Pundit)",Golden State Warriors @ Phoenix Suns,pending,,
2021-12-22 19:00,1640228400.0,Los Angeles Clippers @ Sacramento Kings,Sacramento Kings,Los Angeles Clippers,NBA Regular Season,"NBC Sports California, NBA TV (US)",676.0,https://basketball.icdb.tv/match/676,Brian Sieman,Jim Jackson,"Jim Jackson, Kayte Christensen-Hunter","Corey Maggette, Don MacLean, Matt Barnes","Jeanne Zelasko, Kyle Draper",Jaime Maggio,"Jeanne Zelasko (Presenter), Brian Sieman (Main Commentator), Jim Jackson (Co-commentator), Corey Maggette (Pundit), Don MacLean (Pundit), Jaime Maggio (Reporter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kyle Draper (Presenter), Matt Barnes (Pundit)",Los Angeles Clippers @ Sacramento Kings,pending,,
2021-12-20 19:00,1640055600.0,Sacramento Kings @ Golden State Warriors,Golden State Warriors,Sacramento Kings,NBA Regular Season,NBC Sports California,662.0,https://basketball.icdb.tv/match/662,Bob Fitzgerald,Kelenna Azubuike,"Kelenna Azubuike, Kayte Christensen-Hunter","Chris Mullin, Dorell Wright, Matt Barnes","Bonta Hill, Kyle Draper",Kerith Burke,"Bonta Hill (Presenter), Bob Fitzgerald (Main Commentator), Kelenna Azubuike (Co-commentator), Chris Mullin (Pundit), Dorell Wright (Pundit), Kerith Burke (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Matt Barnes (Pundit)",Sacramento Kings @ Golden State Warriors,pending,,
2021-12-15 19:00,1639623600.0,Los Angeles Clippers @ Utah Jazz,Utah Jazz,Los Angeles Clippers,NBA Regular Season,"ESPN App (US), ESPN (US)",633.0,https://basketball.icdb.tv/match/633,Mark Jones,Vince Carter,Vince Carter,,,,"Mark Jones (Main Commentator), Vince Carter (Co-commentator)",Los Angeles Clippers @ Utah Jazz,pending,,
2021-12-13 16:00,1639440000.0,Sacramento Kings @ Toronto Raptors,Toronto Raptors,Sacramento Kings,NBA Regular Season,NBC Sports California,639.0,https://basketball.icdb.tv/match/639,Mark Jones,Kayte Christensen-Hunter,"Kayte Christensen-Hunter, Leo Rautins","Kenny Thomas, Kia Nurse","Kyle Draper, Nikki Reyes",,"Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit), Nikki Reyes (Presenter), Paul Jones (Main Commentator), Leo Rautins (Co-commentator), Kia Nurse (Pundit)",Sacramento Kings @ Toronto Raptors,pending,,
2021-12-11 17:00,1639270800.0,Sacramento Kings @ Cleveland Cavaliers,Cleveland Cavaliers,Sacramento Kings,NBA Regular Season,NBC Sports California,606.0,https://basketball.icdb.tv/match/606,John Michael,Austin Carr,"Austin Carr, Kayte Christensen-Hunter",Kenny Thomas,Kyle Draper,Andre Knott,"John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Sacramento Kings @ Cleveland Cavaliers,pending,,
2021-12-10 16:00,1639180800.0,Sacramento Kings @ Charlotte Hornets,Charlotte Hornets,Sacramento Kings,NBA Regular Season,NBC Sports California,596.0,https://basketball.icdb.tv/match/596,Eric Collins,Dell Curry,"Dell Curry, Kayte Christensen-Hunter","Wes Bryant, Kenny Thomas",Kyle Draper,Ashley ShahAhmadi,"Eric Collins (Main Commentator), Dell Curry (Co-commentator), Wes Bryant (Pundit), Ashley ShahAhmadi (Reporter), Kyle Draper (Presenter), Mark Jones (Main Commentator), Kayte Christensen-Hunter (Co-commentator), Kenny Thomas (Pundit)",Sacramento Kings @ Charlotte Hornets,pending,,
2021-12-08 19:00,1639018800.0,Portland Trail Blazers @ Golden State Warriors,Golden State Warriors,Portland Trail Blazers,NBA Regular Season,"ESPN (US), ESPN App (US)",505.0,https://basketball.icdb.tv/match/505,Mark Jones,Mark Jackson,"Mark Jackson, Kelenna Azubuike","Chris Mullin, Dorell Wright",Bonta Hill,"Ros Gold-Onwude, Kendra Andrews, Kerith Burke","Mark Jones (Main Commentator), Mark Jackson (Co-commentator), Ros Gold-Onwude (Reporter), Bonta Hill (Presenter), Bob Fitzgerald (Main Commentator), Kelenna Azubuike (Co-commentator), Chris Mullin (Pundit), Dorell Wright (Pundit), Kendra Andrews (Reporter), Kerith Burke (Reporter)",Portland Trail Blazers @ Golden State Warriors,pending,,
