date,timestamp,teams,home_team,away_team,competition,channel,match_id,match_url,main_commentator,co_commentator,co_commentators,analysts,presenters,reporters,all_commentators,matchup,status,audio_file
2021-12-01 16:30,1638405000,Cleveland Cavaliers @ Miami Heat,Miami Heat,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,472,https://basketball.icdb.tv/match/472,John Michael,Austin Carr,"Austin Carr, John Crotty",,Jason Jackson,"Andre Knott, Kristen Hewitt","John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter), Jason Jackson (Presenter), Eric Reid (Main Commentator), John Crotty (Co-commentator), Kristen Hewitt (Reporter)",,,
2021-11-29 17:30,1638235800,Cleveland Cavaliers @ Dallas Mavericks,Dallas Mavericks,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,464,https://basketball.icdb.tv/match/464,John Michael,Austin Carr,"Austin Carr, Brad Daugherty, Derek Harper","Devin Harris, Jeff Wade",Dana Larson,Andre Knott,"John Michael (Main Commentator), Austin Carr (Co-commentator), Brad Daugherty (Co-commentator), Andre Knott (Reporter), Dana Larson (Presenter), Mark Followill (Main Commentator), Derek Harper (Co-commentator), Devin Harris (Pundit), Jeff Wade (Pundit)",,,
2021-11-27 17:00,1638061200,Orlando Magic @ Cleveland Cavaliers,Cleveland Cavaliers,Orlando Magic,NBA Regular Season,Bally Sports Ohio,441,https://basketball.icdb.tv/match/441,David Steele,Jeff Turner,"Jeff Turner, Austin Carr",,,Andre Knott,"David Steele (Main Commentator), Jeff Turner (Co-commentator), John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter)",,,
2021-11-24 16:00,1637798400,Phoenix Suns @ Cleveland Cavaliers,Cleveland Cavaliers,Phoenix Suns,NBA Regular Season,Bally Sports Ohio,417,https://basketball.icdb.tv/match/417,Kevin Ray,Eddie A. Johnson,"Eddie A. Johnson, Austin Carr",,,Andre Knott,"Kevin Ray (Main Commentator), Eddie A. Johnson (Co-commentator), John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter)",,,
2021-11-22 16:00,1637625600,Brooklyn Nets @ Cleveland Cavaliers,Cleveland Cavaliers,Brooklyn Nets,NBA Regular Season,"Bally Sports Ohio, NBA TV (US)",395,https://basketball.icdb.tv/match/395,John Michael,Austin Carr,"Austin Carr, Brad Daugherty, Sarah Kustok","Isiah Thomas, Candace Parker",Kristen Ledlow,"Andre Knott, Michael Grady","John Michael (Main Commentator), Austin Carr (Co-commentator), Brad Daugherty (Co-commentator), Andre Knott (Reporter), Kristen Ledlow (Presenter), Isiah Thomas (Pundit), Candace Parker (Pundit), Michael Grady (Reporter), Ian Eagle (Main Commentator), Sarah Kustok (Co-commentator)",,,
2021-11-18 16:30,1637281800,Golden State Warriors @ Cleveland Cavaliers,Cleveland Cavaliers,Golden State Warriors,NBA Regular Season,Bally Sports Ohio,371,https://basketball.icdb.tv/match/371,John Michael,Austin Carr,"Austin Carr, Kelenna Azubuike","Jennifer Azzi, Dorell Wright",Bonta Hill,Andre Knott,"John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter), Bonta Hill (Presenter), Bob Fitzgerald (Main Commentator), Kelenna Azubuike (Co-commentator), Jennifer Azzi (Pundit), Dorell Wright (Pundit)",,,
2021-11-17 16:30,1637195400,Cleveland Cavaliers @ Brooklyn Nets,Brooklyn Nets,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,366,https://basketball.icdb.tv/match/366,John Michael,Austin Carr,"Austin Carr, Sarah Kustok",,,"Andre Knott, Michael Grady","John Michael (Main Commentator), Austin Carr (Co-commentator), Andre Knott (Reporter), Ian Eagle (Main Commentator), Sarah Kustok (Co-commentator), Michael Grady (Reporter)",,,
2021-11-15 16:00,1637020800,Boston Celtics @ Cleveland Cavaliers,Cleveland Cavaliers,Boston Celtics,NBA Regular Season,Bally Sports Ohio,344,https://basketball.icdb.tv/match/344,John Michael,Austin Carr,"Austin Carr, Brad Daugherty, Brian Scalabrine",,,"Angel Gray, Abby Chin","John Michael (Main Commentator), Austin Carr (Co-commentator), Brad Daugherty (Co-commentator), Angel Gray (Reporter), Mike Gorman (Main Commentator), Brian Scalabrine (Co-commentator), Abby Chin (Reporter)",,,
2021-11-13 17:00,1636851600,Boston Celtics @ Cleveland Cavaliers,Cleveland Cavaliers,Boston Celtics,NBA Regular Season,"Bally Sports Ohio, Sky Sports Arena UK HD, NBA TV (US)",319,https://basketball.icdb.tv/match/319,John Michael,Austin Carr,"Austin Carr, Brian Scalabrine",Stan Van Gundy,Chris Miles,"Angel Gray, Abby Chin","John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Chris Miles (Presenter), Stan Van Gundy (Pundit), Mike Gorman (Main Commentator), Brian Scalabrine (Co-commentator), Abby Chin (Reporter)",,,
2021-11-12 16:30,1636763400,Detroit Pistons @ Cleveland Cavaliers,Cleveland Cavaliers,Detroit Pistons,NBA Regular Season,Bally Sports Ohio,311,https://basketball.icdb.tv/match/311,George Blaha,Greg Kelser,"Greg Kelser, Austin Carr",,,"Johnny Kane, Angel Gray","George Blaha (Main Commentator), Greg Kelser (Co-commentator), Johnny Kane (Reporter), John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter)",,,
2021-11-10 16:00,1636588800,Washington Wizards @ Cleveland Cavaliers,Cleveland Cavaliers,Washington Wizards,NBA Regular Season,Bally Sports Ohio,287,https://basketball.icdb.tv/match/287,John Michael,Austin Carr,"Austin Carr, Drew Gooden",,,Angel Gray,"John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Justin Kutcher (Main Commentator), Drew Gooden (Co-commentator)",,,
2021-11-07 15:00,1636326000,Cleveland Cavaliers @ New York Knicks,New York Knicks,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,256,https://basketball.icdb.tv/match/256,John Michael,Austin Carr,"Austin Carr, Walt Frazier",,,"Angel Gray, Rebecca Haarlow","John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Mike Breen (Main Commentator), Walt Frazier (Co-commentator), Rebecca Haarlow (Reporter)",,,
2021-11-05 16:30,1636155000,Cleveland Cavaliers @ Toronto Raptors,Toronto Raptors,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,227,https://basketball.icdb.tv/match/227,John Michael,Austin Carr,"Austin Carr, Alvin Williams",,,Angel Gray,"John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Matt Devlin (Main Commentator), Alvin Williams (Co-commentator)",,,
2021-11-03 16:00,1635980400,Portland Trail Blazers @ Cleveland Cavaliers,Cleveland Cavaliers,Portland Trail Blazers,NBA Regular Season,Bally Sports Ohio,150,https://basketball.icdb.tv/match/150,John Michael,Austin Carr,"Austin Carr, Lamar Hurd",,,"Angel Gray, Brooke Olzendam","John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Kevin Calabro (Main Commentator), Lamar Hurd (Co-commentator), Brooke Olzendam (Reporter)",,,
2021-11-01 16:00,1635807600,Cleveland Cavaliers @ Charlotte Hornets,Charlotte Hornets,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,138,https://basketball.icdb.tv/match/138,John Michael,Austin Carr,"Austin Carr, Dell Curry",,,"Angel Gray, Ashley ShahAhmadi","John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter), Eric Collins (Main Commentator), Dell Curry (Co-commentator), Ashley ShahAhmadi (Reporter)",,,
2021-10-30 19:00,1635645600,Cleveland Cavaliers @ Phoenix Suns,Phoenix Suns,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,134,https://basketball.icdb.tv/match/134,Kevin Ray,Eddie A. Johnson,"Eddie A. Johnson, Austin Carr",,,Angel Gray,"Kevin Ray (Main Commentator), Eddie A. Johnson (Co-commentator), John Michael (Main Commentator), Austin Carr (Co-commentator), Angel Gray (Reporter)",,,
2021-10-29 19:30,1635561000,Cleveland Cavaliers @ Los Angeles Lakers,Los Angeles Lakers,Cleveland Cavaliers,NBA Regular Season,Bally Sports Ohio,124,https://basketball.icdb.tv/match/124,John Michael,Austin Carr,"Austin Carr, Brad Daugherty, Stu Lantz",,,"Angel Gray, Mike Trudell","John Michael (Main Commentator), Austin Carr (Co-commentator), Brad Daugherty (Co-commentator), Angel Gray (Reporter), Bill Macdonald (Main Commentator), Stu Lantz (Co-commentator), Mike Trudell (Reporter)",,,
2021-10-23 15:00,1635026400,Atlanta Hawks @ Cleveland Cavaliers,Cleveland Cavaliers,Atlanta Hawks,NBA Regular Season,"Sky Sports Arena UK HD, Sky Sports Main Event UK HD, Sky Sports MIX UK HD, Bally Sports Ohio",36,https://basketball.icdb.tv/match/36,John Michael,Austin Carr,"Austin Carr, Brad Daugherty",,,Angel Gray,"John Michael (Main Commentator), Austin Carr (Co-commentator), Brad Daugherty (Co-commentator), Angel Gray (Reporter)",,,
